,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,1561000000.0,-2030000000.0,-764000000.0,-782000000.0,503000000.0,-378000000.0,-989000000.0,-1214000000.0,1739000000.0
Change To Liabilities,73000000.0,-13000000.0,3000000.0,69000000.0,-17000000.0,35000000.0,-54000000.0,11000000.0,19000000.0
Total Cashflows From Investing Activities,1437000000.0,-2189000000.0,-996000000.0,-1109000000.0,127000000.0,-884000000.0,-2229000000.0,-1668000000.0,1225000000.0
Net Borrowings,249000000.0,-550000000.0,-550000000.0,-550000000.0,1495000000.0,1495000000.0,-500000000.0,-500000000.0,-500000000.0
Total Cash From Financing Activities,-1381000000.0,-726000000.0,-844000000.0,-1406000000.0,-1041000000.0,470000000.0,-1160000000.0,-1602000000.0,-2696000000.0
Change To Operating Activities,211000000.0,182000000.0,32000000.0,-306000000.0,91000000.0,211000000.0,68000000.0,-367000000.0,133000000.0
Issuance Of Stock,87000000.0,123000000.0,114000000.0,196000000.0,54000000.0,75000000.0,52000000.0,57000000.0,56000000.0
Net Income,1380000000.0,1353000000.0,1688000000.0,1753000000.0,1931000000.0,1947000000.0,2138000000.0,2201000000.0,2291000000.0
Change In Cash,1776000000.0,-1472000000.0,285000000.0,-665000000.0,1207000000.0,2014000000.0,-1032000000.0,-1126000000.0,297000000.0
Repurchase Of Stock,-882000000.0,-15000000.0,-15000000.0,-100000000.0,-146000000.0,-139000000.0,-142000000.0,-589000000.0,-1182000000.0
Total Cash From Operating Activities,1720000000.0,1443000000.0,2125000000.0,1850000000.0,2121000000.0,2428000000.0,2357000000.0,2144000000.0,1768000000.0
Depreciation,234000000.0,83000000.0,180000000.0,226000000.0,137000000.0,334000000.0,200000000.0,200000000.0,227000000.0
Other Cashflows From Investing Activities,5000000.0,-15000000.0,-21000000.0,-20000000.0,7000000.0,-23000000.0,-26000000.0,-13000000.0,82000000.0
Dividends Paid,-823000000.0,-825000000.0,-937000000.0,-940000000.0,-942000000.0,-942000000.0,-1062000000.0,-1063000000.0,-1060000000.0
Change To Inventory,-133000000.0,64000000.0,117000000.0,65000000.0,40000000.0,-13000000.0,-47000000.0,-150000000.0,-139000000.0
Change To Account Receivables,140000000.0,-216000000.0,-22000000.0,-170000000.0,-7000000.0,-62000000.0,-48000000.0,-94000000.0,-395000000.0
Other Cashflows From Financing Activities,-12000000.0,-9000000.0,-6000000.0,-12000000.0,-7000000.0,-19000000.0,-8000000.0,-7000000.0,-10000000.0
Change To Netincome,55000000.0,31000000.0,-71000000.0,67000000.0,11000000.0,67000000.0,53000000.0,45000000.0,-102000000.0
Capital Expenditures,-130000000.0,-146000000.0,-212000000.0,-308000000.0,-386000000.0,-486000000.0,-1282000000.0,-443000000.0,-597000000.0
