,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-10000000.0,-10000000.0,-22000000.0,-22000000.0,-22000000.0
Change To Liabilities,102000000.0,335000000.0,4000000.0,344000000.0,45000000.0
Total Cashflows From Investing Activities,-349000000.0,-476000000.0,-627000000.0,-759000000.0,-1954000000.0
Net Borrowings,400000000.0,400000000.0,400000000.0,400000000.0,1625000000.0
Total Cash From Financing Activities,-484000000.0,-899000000.0,-434000000.0,103000000.0,1309000000.0
Change To Operating Activities,-215000000.0,-494000000.0,-13000000.0,-238000000.0,-166000000.0
Net Income,479000000.0,836000000.0,549000000.0,696000000.0,544000000.0
Change In Cash,-19000000.0,-461000000.0,-165000000.0,437000000.0,115000000.0
Repurchase Of Stock,-342000000.0,-767000000.0,-285000000.0,-97000000.0,-108000000.0
Total Cash From Operating Activities,814000000.0,914000000.0,896000000.0,1093000000.0,760000000.0
Depreciation,205000000.0,203000000.0,227000000.0,247000000.0,293000000.0
Other Cashflows From Investing Activities,21000000.0,61000000.0,98000000.0,11000000.0,22000000.0
Dividends Paid,-115000000.0,-132000000.0,-149000000.0,-172000000.0,-186000000.0
Change To Inventory,18000000.0,40000000.0,-11000000.0,11000000.0,-25000000.0
Change To Account Receivables,-35000000.0,-47000000.0,-19000000.0,-48000000.0,-68000000.0
Other Cashflows From Financing Activities,-27000000.0,-28000000.0,-28000000.0,-28000000.0,-22000000.0
Change To Netincome,254000000.0,37000000.0,156000000.0,74000000.0,129000000.0
Capital Expenditures,-382000000.0,-463000000.0,-530000000.0,-353000000.0,-331000000.0
