Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03-00-00-00,3.54,4.11,3.52,4.06,4.06,74051600
2020-02-04-00-00-00,4.29,4.7,4.16,4.51,4.51,123640400
2020-02-05-00-00-00,4.37,4.48,4.13,4.39,4.39,73632500
2020-02-06-00-00-00,4.2,4.33,4.05,4.08,4.08,75641200
2020-02-07-00-00-00,4.02,4.02,3.74,3.81,3.81,80780700
2020-02-10-00-00-00,3.67,3.91,3.62,3.87,3.87,67157700
2020-02-11-00-00-00,3.83,4.05,3.8,3.96,3.96,54097100
2020-02-12-00-00-00,4.0,4.2,3.98,4.07,4.07,50975300
2020-02-13-00-00-00,3.95,4.05,3.86,4.03,4.03,42411200
2020-02-14-00-00-00,4.02,4.04,3.75,3.77,3.77,69655600
2020-02-18-00-00-00,3.9,3.98,3.76,3.8,3.8,47700900
2020-02-19-00-00-00,3.93,4.1,3.86,4.08,4.08,73256300
2020-02-20-00-00-00,4.1,4.4,4.01,4.26,4.26,86873500
2020-02-21-00-00-00,4.2,4.2,4.02,4.08,4.08,40425900
2020-02-24-00-00-00,3.79,3.94,3.76,3.88,3.88,56247100
2020-02-25-00-00-00,5.18,5.19,4.24,4.4,4.4,206259400
2020-02-26-00-00-00,4.5,4.71,4.3,4.34,4.34,69558500
2020-02-27-00-00-00,4.09,4.3,3.92,4.14,4.14,77846700
2020-02-28-00-00-00,3.96,4.14,3.87,4.13,4.13,63782000
