Date,Open,High,Low,Close,Adj Close,Volume
2020-08-03-00-00-00,12.53,13.67,12.46,13.6,13.6,122925300
2020-08-04-00-00-00,14.46,14.53,13.22,13.64,13.64,125731400
2020-08-05-00-00-00,13.41,14.08,13.37,13.92,13.92,60375000
2020-08-06-00-00-00,14.1,14.31,13.52,13.84,13.84,49787700
2020-08-07-00-00-00,13.54,13.73,13.2,13.42,13.42,57746000
2020-08-10-00-00-00,13.94,14.42,13.68,14.21,14.21,84267300
2020-08-11-00-00-00,15.3,15.45,12.94,12.99,12.99,181311500
2020-08-12-00-00-00,13.37,13.45,12.67,13.36,13.36,77471400
2020-08-13-00-00-00,13.45,13.64,13.17,13.36,13.36,50093500
2020-08-14-00-00-00,13.18,13.18,12.54,13.1,13.1,63250700
2020-08-17-00-00-00,13.07,14.05,13.06,14.05,14.05,78340500
2020-08-18-00-00-00,14.23,14.69,13.87,14.3,14.3,69962400
2020-08-19-00-00-00,14.29,14.41,13.85,14.06,14.06,41966800
2020-08-20-00-00-00,13.85,14.05,13.53,13.78,13.78,50072800
2020-08-21-00-00-00,13.64,14.58,13.62,14.12,14.12,70189900
2020-08-24-00-00-00,14.63,14.98,14.31,14.97,14.97,98697700
2020-08-25-00-00-00,15.08,17.870001000000002,15.06,17.84,17.84,299047800
2020-08-26-00-00-00,19.01,20.969998999999998,18.559998999999998,20.440001000000002,20.440001000000002,364104600
2020-08-27-00-00-00,19.99,20.469998999999998,18.76,19.879998999999998,19.879998999999998,199850300
2020-08-28-00-00-00,18.870001000000002,19.440001000000002,18.110001,18.5,18.5,155242300
2020-08-31-00-00-00,17.190001000000002,19.83,16.82,19.030001000000002,19.030001000000002,226610900
