,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31
Intangible Assets,13170000000.0,12870000000.0,12685000000.0,12831000000.0,12390000000.0,11927000000.0,20113000000.0
Total Liab,31718000000.0,32237000000.0,34545000000.0,30873000000.0,30844000000.0,34890000000.0,53814000000.0
Total Stockholder Equity,29875000000.0,31824000000.0,34507000000.0,35058000000.0,36854000000.0,38710000000.0,40855000000.0
Minority Interest,,,,,,,122000000.0
Other Current Liab,1146000000.0,1222000000.0,1478000000.0,1413000000.0,1486000000.0,1454000000.0,10806000000.0
Total Assets,61593000000.0,64061000000.0,69052000000.0,65931000000.0,67698000000.0,73600000000.0,94791000000.0
Common Stock,436000000.0,437000000.0,437000000.0,438000000.0,438000000.0,439000000.0,40855000000.0
Other Current Assets,1145000000.0,982000000.0,1131000000.0,1423000000.0,1332000000.0,1426000000.0,2564000000.0
Other Liab,5034000000.0,4904000000.0,4462000000.0,5228000000.0,5132000000.0,5445000000.0,8138000000.0
Good Will,25700000000.0,25782000000.0,26041000000.0,26823000000.0,26904000000.0,26909000000.0,41924000000.0
Other Assets,1997000000.0,1956000000.0,1629000000.0,2457000000.0,2584000000.0,2981000000.0,4352000000.0
Cash,5818000000.0,7540000000.0,10325000000.0,5583000000.0,7023000000.0,12027000000.0,4477000000.0
Total Current Liabilities,6013000000.0,6228000000.0,10304000000.0,6995000000.0,6925000000.0,7753000000.0,13343000000.0
Short Long Term Debt,675000000.0,2000000.0,2628000000.0,4000000.0,4000000.0,19000000.0,2537000000.0
Property Plant Equipment,4887000000.0,5180000000.0,6687000000.0,6133000000.0,6560000000.0,7049000000.0,8333000000.0
Total Current Assets,15775000000.0,18234000000.0,21957000000.0,17685000000.0,19260000000.0,24724000000.0,20069000000.0
Net Tangible Assets,-8995000000.0,-6828000000.0,-4219000000.0,-4596000000.0,-2440000000.0,-126000000.0,-21182000000.0
Net Receivables,5164000000.0,5883000000.0,6472000000.0,6337000000.0,6280000000.0,6365000000.0,7977000000.0
Long Term Debt,20671000000.0,21105000000.0,19153000000.0,18650000000.0,18787000000.0,21583000000.0,32333000000.0
Inventory,3648000000.0,3829000000.0,4029000000.0,4342000000.0,4625000000.0,4906000000.0,5051000000.0
Capital Surplus,15334000000.0,15467000000.0,15579000000.0,15684000000.0,15826000000.0,15960000000.0,
Retained Earnings,23860000000.0,25705000000.0,28116000000.0,30350000000.0,32076000000.0,33876000000.0,
Treasury Stock,-9755000000.0,-9785000000.0,-9625000000.0,-11414000000.0,-11486000000.0,-11565000000.0,
Other Stockholder Equity,-2989000000.0,-2970000000.0,-2807000000.0,-2562000000.0,-2630000000.0,-2654000000.0,
Long Term Investments,64000000.0,39000000.0,53000000.0,2000000.0,,10000000.0,
Accounts Payable,1385000000.0,1703000000.0,2175000000.0,2146000000.0,2098000000.0,2301000000.0,
