,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,16684000000.0,14978000000.0,14014000000.0,12685000000.0,20113000000.0
Capital Surplus,14177000000.0,14621000000.0,15064000000.0,15579000000.0,16174000000.0
Total Liab,31256000000.0,28646000000.0,28706000000.0,34535000000.0,54146000000.0
Total Stockholder Equity,25413000000.0,27586000000.0,29675000000.0,34507000000.0,40793000000.0
Minority Interest,,,,10000000.0,184000000.0
Other Current Liab,897000000.0,997000000.0,1054000000.0,1378000000.0,2673000000.0
Total Assets,56669000000.0,56232000000.0,58381000000.0,69052000000.0,95123000000.0
Common Stock,428000000.0,432000000.0,434000000.0,437000000.0,439000000.0
Other Current Assets,1236000000.0,922000000.0,1172000000.0,1131000000.0,1640000000.0
Retained Earnings,15914000000.0,18696000000.0,22092000000.0,28116000000.0,35431000000.0
Other Liab,5211000000.0,4651000000.0,4849000000.0,4452000000.0,7174000000.0
Good Will,25290000000.0,25347000000.0,25714000000.0,26041000000.0,41924000000.0
Treasury Stock,-5106000000.0,-6163000000.0,-7915000000.0,-9625000000.0,-11251000000.0
Other Assets,1195000000.0,1053000000.0,1245000000.0,1629000000.0,3046000000.0
Cash,1335000000.0,2103000000.0,2399000000.0,10325000000.0,4477000000.0
Total Current Liabilities,7048000000.0,6147000000.0,6197000000.0,10304000000.0,13436000000.0
Other Stockholder Equity,-2003000000.0,-2498000000.0,-2679000000.0,-2807000000.0,-2329000000.0
Property Plant Equipment,4047000000.0,4165000000.0,5448000000.0,6687000000.0,9864000000.0
Total Current Assets,9421000000.0,10625000000.0,11893000000.0,21957000000.0,20113000000.0
Long Term Investments,32000000.0,64000000.0,67000000.0,53000000.0,63000000.0
Net Tangible Assets,-16561000000.0,-12739000000.0,-10053000000.0,-4219000000.0,-21244000000.0
Net Receivables,3879000000.0,4595000000.0,4952000000.0,6472000000.0,8945000000.0
Long Term Debt,18997000000.0,17848000000.0,17089000000.0,19146000000.0,32148000000.0
Inventory,2971000000.0,3005000000.0,3370000000.0,4029000000.0,5051000000.0
Accounts Payable,1428000000.0,1615000000.0,1920000000.0,2175000000.0,2867000000.0
Short Long Term Debt,1175000000.0,578000000.0,,2628000000.0,
