,2020-05-02,2020-08-01,2020-10-31,2021-01-30
Intangible Assets,411000000.0,411000000.0,411000000.0,411000000.0
Capital Surplus,865000000.0,869000000.0,879000000.0,891000000.0
Total Liab,11297000000.0,12784000000.0,12725000000.0,12232000000.0
Total Stockholder Equity,-1861000000.0,-1908000000.0,-1568000000.0,-662000000.0
Minority Interest,3000000.0,4000000.0,4000000.0,1000000.0
Other Current Liab,426000000.0,441000000.0,472000000.0,720000000.0
Total Assets,9439000000.0,10880000000.0,11161000000.0,11571000000.0
Common Stock,143000000.0,143000000.0,143000000.0,143000000.0
Other Current Assets,172000000.0,150000000.0,143000000.0,134000000.0
Retained Earnings,-2562000000.0,-2611000000.0,-2280000000.0,-1421000000.0
Other Liab,635000000.0,384000000.0,378000000.0,524000000.0
Good Will,628000000.0,628000000.0,628000000.0,628000000.0
Treasury Stock,-307000000.0,-309000000.0,-310000000.0,-275000000.0
Other Assets,185000000.0,285000000.0,281000000.0,181000000.0
Cash,957000000.0,2611000000.0,2622000000.0,3903000000.0
Total Current Liabilities,2683000000.0,3433000000.0,3330000000.0,2826000000.0
Deferred Long Term Asset Charges,84000000.0,74000000.0,69000000.0,69000000.0
Other Stockholder Equity,51000000.0,49000000.0,48000000.0,83000000.0
Property Plant Equipment,5246000000.0,4927000000.0,4789000000.0,4653000000.0
Total Current Assets,2849000000.0,4505000000.0,4927000000.0,5579000000.0
Long Term Investments,120000000.0,124000000.0,125000000.0,119000000.0
Net Tangible Assets,-2900000000.0,-2947000000.0,-2607000000.0,-1701000000.0
Net Receivables,229000000.0,268000000.0,297000000.0,269000000.0
Long Term Debt,5034000000.0,6269000000.0,6451000000.0,6366000000.0
Inventory,1491000000.0,1476000000.0,1865000000.0,1273000000.0
Accounts Payable,715000000.0,957000000.0,1101000000.0,683000000.0
Short Long Term Debt,468000000.0,460000000.0,11000000.0,
