,2018-02-03,2019-02-02,2020-02-01,2021-01-30
Intangible Assets,411000000.0,411000000.0,411000000.0,411000000.0
Capital Surplus,678000000.0,771000000.0,847000000.0,891000000.0
Total Liab,8900000000.0,8955000000.0,11620000000.0,12232000000.0
Total Stockholder Equity,-753000000.0,-869000000.0,-1499000000.0,-662000000.0
Minority Interest,2000000.0,4000000.0,4000000.0,1000000.0
Other Current Liab,748000000.0,726000000.0,687000000.0,720000000.0
Total Assets,8149000000.0,8090000000.0,10125000000.0,11571000000.0
Common Stock,141000000.0,141000000.0,142000000.0,143000000.0
Other Current Assets,211000000.0,232000000.0,153000000.0,134000000.0
Retained Earnings,-1434000000.0,-1482000000.0,-2182000000.0,-1421000000.0
Other Liab,1162000000.0,1211000000.0,696000000.0,524000000.0
Good Will,1348000000.0,1348000000.0,628000000.0,628000000.0
Treasury Stock,-138000000.0,-299000000.0,-306000000.0,-275000000.0
Other Assets,123000000.0,164000000.0,184000000.0,181000000.0
Cash,1515000000.0,1413000000.0,1499000000.0,3903000000.0
Total Current Liabilities,2031000000.0,1986000000.0,2372000000.0,2826000000.0
Deferred Long Term Asset Charges,14000000.0,62000000.0,84000000.0,69000000.0
Other Stockholder Equity,24000000.0,59000000.0,52000000.0,83000000.0
Property Plant Equipment,2893000000.0,2818000000.0,5539000000.0,4653000000.0
Total Current Assets,3293000000.0,3260000000.0,3245000000.0,5579000000.0
Long Term Investments,81000000.0,89000000.0,118000000.0,119000000.0
Net Tangible Assets,-2512000000.0,-2628000000.0,-2538000000.0,-1701000000.0
Net Receivables,310000000.0,367000000.0,306000000.0,269000000.0
Long Term Debt,5707000000.0,5739000000.0,5487000000.0,6366000000.0
Inventory,1240000000.0,1248000000.0,1287000000.0,1273000000.0
Accounts Payable,717000000.0,711000000.0,647000000.0,683000000.0
Short Long Term Debt,87000000.0,72000000.0,61000000.0,
Short Term Investments,17000000.0,,,
