,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,749000000.0,1137000000.0,1265000000.0,1125000000.0,1168000000.0
Capital Surplus,9445000000.0,9482000000.0,9537000000.0,9570000000.0,9669000000.0
Total Liab,81574000000.0,92114000000.0,89738000000.0,83247000000.0,82093000000.0
Total Stockholder Equity,14234000000.0,14678000000.0,14354000000.0,11967000000.0,12921000000.0
Total Assets,95808000000.0,106792000000.0,104826000000.0,95948000000.0,95748000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,215000000.0,980000000.0,1225000000.0,86000000.0,4710000000.0
Retained Earnings,6809000000.0,8986000000.0,12117000000.0,10621000000.0,14245000000.0
Other Liab,201000000.0,176000000.0,210000000.0,234000000.0,228000000.0
Good Will,991000000.0,1024000000.0,1078000000.0,1078000000.0,1105000000.0
Treasury Stock,-2021000000.0,-3791000000.0,-7301000000.0,-8225000000.0,-10994000000.0
Other Assets,78902000000.0,90491000000.0,85922000000.0,77556000000.0,77720000000.0
Cash,11602000000.0,9396000000.0,12147000000.0,11524000000.0,8337000000.0
Total Current Liabilities,60574000000.0,67942000000.0,70412000000.0,68735000000.0,68107000000.0
Short Long Term Debt,,,750000000.0,1497000000.0,749000000.0
Other Stockholder Equity,-64000000.0,-62000000.0,-58000000.0,-51000000.0,-69000000.0
Total Current Assets,11817000000.0,10376000000.0,13372000000.0,11610000000.0,13047000000.0
Long Term Investments,3349000000.0,3764000000.0,3189000000.0,4579000000.0,2708000000.0
Net Tangible Assets,12494000000.0,12517000000.0,12011000000.0,9764000000.0,10648000000.0
Long Term Debt,20799000000.0,23996000000.0,19116000000.0,14278000000.0,13758000000.0
Accounts Payable,56488000000.0,64019000000.0,65154000000.0,62782000000.0,62270000000.0
