,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-457000000.0,-1816000000.0,950000000.0,893000000.0,803000000.0,263000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,2045000000.0,-3171000000.0,-3259000000.0,4637000000.0,-1853000000.0,-1834000000.0
Net Borrowings,-1183000000.0,-301000000.0,-1000000.0,-618000000.0,-1707000000.0,-700000000.0
Total Cash From Financing Activities,-1796000000.0,-1100000000.0,-848000000.0,-979000000.0,-5148000000.0,-1623000000.0
Change To Operating Activities,206000000.0,-222000000.0,520000000.0,-147000000.0,-217000000.0,373000000.0
Net Income,48000000.0,313000000.0,738000000.0,1025000000.0,1242000000.0,1141000000.0
Change In Cash,2630000000.0,-2788000000.0,-2021000000.0,5497000000.0,-5560000000.0,-1642000000.0
Repurchase Of Stock,-200000000.0,-200000000.0,-200000000.0,-200000000.0,-393000000.0,-1301000000.0
Total Cash From Operating Activities,2381000000.0,1483000000.0,2086000000.0,1839000000.0,1441000000.0,1815000000.0
Depreciation,97000000.0,97000000.0,93000000.0,95000000.0,97000000.0,93000000.0
Other Cashflows From Investing Activities,-105000000.0,-82000000.0,-124000000.0,-252000000.0,-57000000.0,-113000000.0
Dividends Paid,-139000000.0,-139000000.0,-138000000.0,-139000000.0,-138000000.0,-135000000.0
Other Cashflows From Financing Activities,-474000000.0,-660000000.0,-709000000.0,-22000000.0,-2910000000.0,513000000.0
Change To Netincome,1641000000.0,1249000000.0,790000000.0,578000000.0,11000000.0,225000000.0
