,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02
Change To Liabilities,-407000000.0,224000000.0,343000000.0,-216000000.0,-148000000.0,73000000.0,485000000.0,23000000.0,0.0,-39000000.0
Total Cashflows From Investing Activities,-45000000.0,-367000000.0,-385000000.0,-131000000.0,-177000000.0,-193000000.0,-381000000.0,-147000000.0,-633000000.0,-633000000.0
Total Cash From Financing Activities,-3818000000.0,-1567000000.0,-803000000.0,-873000000.0,202000000.0,-1086000000.0,-2833000000.0,-517000000.0,-377000000.0,-377000000.0
Change To Operating Activities,-490000000.0,317000000.0,47000000.0,-544000000.0,318000000.0,-203000000.0,783000000.0,675000000.0,-113000000.0,-113000000.0
Net Income,625000000.0,834000000.0,1002000000.0,708000000.0,737000000.0,860000000.0,952000000.0,730000000.0,766000000.0,902000000.0
Change In Cash,-3030000000.0,-831000000.0,1355000000.0,-1013000000.0,1139000000.0,189000000.0,-1536000000.0,1304000000.0,273000000.0,273000000.0
Repurchase Of Stock,-52000000.0,-86000000.0,-86000000.0,-759000000.0,-593000000.0,-139000000.0,-337000000.0,-294000000.0,-25000000.0,-25000000.0
Total Cash From Operating Activities,833000000.0,1103000000.0,2543000000.0,-9000000.0,1114000000.0,1468000000.0,1678000000.0,1968000000.0,1283000000.0,1283000000.0
Depreciation,219000000.0,212000000.0,235000000.0,215000000.0,224000000.0,211000000.0,240000000.0,213000000.0,219000000.0,219000000.0
Other Cashflows From Investing Activities,176000000.0,-151000000.0,-8000000.0,3000000.0,-5000000.0,3000000.0,4000000.0,-6000000.0,-378000000.0,-378000000.0
Dividends Paid,-315000000.0,-315000000.0,-315000000.0,-315000000.0,-336000000.0,-332000000.0,-332000000.0,-330000000.0,-345000000.0,-345000000.0
Change To Inventory,113000000.0,299000000.0,636000000.0,57000000.0,-115000000.0,152000000.0,311000000.0,-234000000.0,-99000000.0,-99000000.0
Change To Account Receivables,270000000.0,-734000000.0,830000000.0,22000000.0,18000000.0,-159000000.0,-153000000.0,643000000.0,158000000.0,158000000.0
Other Cashflows From Financing Activities,84000000.0,-16000000.0,39000000.0,201000000.0,137000000.0,-115000000.0,-173000000.0,107000000.0,-7000000.0,-7000000.0
Change To Netincome,503000000.0,-49000000.0,-550000000.0,-251000000.0,80000000.0,534000000.0,-940000000.0,-82000000.0,255000000.0,255000000.0
Capital Expenditures,-221000000.0,-216000000.0,-345000000.0,-134000000.0,-172000000.0,-196000000.0,-385000000.0,-141000000.0,-255000000.0,-255000000.0
Net Borrowings,-3535000000.0,-1236000000.0,-441000000.0,994000000.0,994000000.0,-500000000.0,-1991000000.0,,,
