,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,702000000.0,2585000000.0,2315000000.0,2117000000.0,1978000000.0
Capital Surplus,2872000000.0,2946000000.0,3039000000.0,3124000000.0,3278000000.0
Total Liab,23611000000.0,33676000000.0,35371000000.0,35647000000.0,32432000000.0
Total Stockholder Equity,11435000000.0,11732000000.0,13978000000.0,15661000000.0,17641000000.0
Other Current Liab,8489000000.0,9119000000.0,8857000000.0,8028000000.0,7889000000.0
Total Assets,35046000000.0,45408000000.0,49349000000.0,51308000000.0,50073000000.0
Common Stock,482000000.0,482000000.0,482000000.0,482000000.0,482000000.0
Other Current Assets,1185000000.0,914000000.0,1679000000.0,1789000000.0,1505000000.0
Retained Earnings,26444000000.0,29326000000.0,31633000000.0,33498000000.0,35420000000.0
Other Liab,6532000000.0,7493000000.0,8022000000.0,8284000000.0,6621000000.0
Good Will,11914000000.0,19594000000.0,19677000000.0,20053000000.0,20098000000.0
Treasury Stock,-18363000000.0,-21022000000.0,-21176000000.0,-21443000000.0,-21539000000.0
Other Assets,585000000.0,1062000000.0,771000000.0,834000000.0,1017000000.0
Cash,2983000000.0,963000000.0,902000000.0,2824000000.0,1603000000.0
Total Current Liabilities,13099000000.0,14739000000.0,16801000000.0,15964000000.0,13978000000.0
Deferred Long Term Asset Charges,75000000.0,38000000.0,33000000.0,37000000.0,41000000.0
Short Long Term Debt,2000000.0,123000000.0,2920000000.0,3003000000.0,1005000000.0
Other Stockholder Equity,-2820000000.0,-3778000000.0,-3818000000.0,-3550000000.0,-1920000000.0
Property Plant Equipment,3517000000.0,3978000000.0,6298000000.0,6761000000.0,6993000000.0
Total Current Assets,18328000000.0,18189000000.0,20288000000.0,21543000000.0,19987000000.0
Net Tangible Assets,-1181000000.0,-10447000000.0,-8014000000.0,-6509000000.0,-4435000000.0
Net Receivables,8857000000.0,10335000000.0,11401000000.0,11185000000.0,11539000000.0
Long Term Debt,3980000000.0,11444000000.0,9010000000.0,9995000000.0,10490000000.0
Inventory,5303000000.0,5977000000.0,6306000000.0,5745000000.0,5340000000.0
Accounts Payable,3207000000.0,3179000000.0,3162000000.0,2952000000.0,3167000000.0
