,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,20707000000.0,19730000000.0,20710000000.0,20279000000.0,20086000000.0,18882000000.0,18963000000.0,19193000000.0,19203000000.0
Capital Surplus,25513000000.0,25563000000.0,25584000000.0,25579000000.0,25644000000.0,25680000000.0,25732000000.0,25659000000.0,25661000000.0
Total Liab,848879000000.0,844699000000.0,872512000000.0,848504000000.0,862777000000.0,870023000000.0,874974000000.0,833388000000.0,666681000000.0
Total Stockholder Equity,65897000000.0,66217000000.0,67425000000.0,58036000000.0,63048000000.0,61887000000.0,61876000000.0,43978000000.0,28235000000.0
Minority Interest,611000000.0,673000000.0,785000000.0,740000000.0,636000000.0,672000000.0,732000000.0,700000000.0,683000000.0
Other Current Liab,41055000000.0,37573000000.0,12814000000.0,24396000000.0,28021000000.0,163011000000.0,163150000000.0,156559000000.0,11347000000.0
Total Assets,915387000000.0,911589000000.0,940722000000.0,907280000000.0,926461000000.0,932582000000.0,937582000000.0,878066000000.0,695599000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,5099000000.0,4476000000.0,12616000000.0,4984000000.0,5937000000.0,148984000000.0,159928000000.0,147649000000.0,5180000000.0
Retained Earnings,29326000000.0,30372000000.0,30749000000.0,33110000000.0,34808000000.0,35887000000.0,36652000000.0,36159000000.0,35137000000.0
Other Liab,762777000000.0,761679000000.0,790752000000.0,782001000000.0,791350000000.0,664405000000.0,665412000000.0,636895000000.0,618929000000.0
Treasury Stock,11052000000.0,10276000000.0,11086000000.0,-659000000.0,2590000000.0,314000000.0,-514000000.0,-17846000000.0,-32569000000.0
Other Assets,400358000000.0,405433000000.0,415818000000.0,426379000000.0,439482000000.0,332549000000.0,325921000000.0,310750000000.0,308550000000.0
Cash,21149000000.0,20658000000.0,13701000000.0,16099000000.0,15145000000.0,15605000000.0,12888000000.0,14086000000.0,14359000000.0
Total Current Liabilities,64743000000.0,61609000000.0,61382000000.0,46488000000.0,51473000000.0,186649000000.0,190363000000.0,176544000000.0,27908000000.0
Short Long Term Debt,623000000.0,626000000.0,527000000.0,462000000.0,534000000.0,530000000.0,197000000.0,150000000.0,158000000.0
Other Stockholder Equity,30837000000.0,30001000000.0,30738000000.0,19219000000.0,23277000000.0,21836000000.0,21324000000.0,4205000000.0,-10178000000.0
Total Current Assets,42831000000.0,40623000000.0,38689000000.0,33018000000.0,34492000000.0,178935000000.0,188304000000.0,174051000000.0,33335000000.0
Long Term Investments,451491000000.0,445803000000.0,462004000000.0,427604000000.0,432401000000.0,402216000000.0,402590000000.0,374072000000.0,334511000000.0
Net Tangible Assets,65897000000.0,66217000000.0,64117000000.0,58036000000.0,63048000000.0,61887000000.0,60072000000.0,43978000000.0,28235000000.0
Short Term Investments,12650000000.0,11118000000.0,8458000000.0,5733000000.0,6843000000.0,4798000000.0,6665000000.0,4592000000.0,6828000000.0
Net Receivables,,,,,,,,,696000000.0
Long Term Debt,21359000000.0,21411000000.0,20023000000.0,20015000000.0,19954000000.0,18969000000.0,18896000000.0,19949000000.0,19844000000.0
Accounts Payable,8623000000.0,8978000000.0,33094000000.0,7168000000.0,8555000000.0,8448000000.0,11926000000.0,5585000000.0,2256000000.0
Good Will,,,3035000000.0,,,,1804000000.0,,
Deferred Long Term Liab,,,820000000.0,,,,,,
Property Plant Equipment,,,466000000.0,,,,,,
