,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-6617000000.0,-600000000.0,-3500000000.0,7675000000.0,-3641000000.0,-1656000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-7569000000.0,-390000000.0,-2471000000.0,6476000000.0,-3314000000.0,-2565000000.0
Net Borrowings,-1121000000.0,-291000000.0,-81000000.0,-329000000.0,-105000000.0,-662000000.0
Total Cash From Financing Activities,-1672000000.0,379000000.0,-183000000.0,-670000000.0,-1997000000.0,-860000000.0
Change To Operating Activities,-2986000000.0,-2193000000.0,-7330000000.0,-5074000000.0,2808000000.0,3550000000.0
Issuance Of Stock,28000000.0,33000000.0,47000000.0,59000000.0,54000000.0,37000000.0
Net Income,-2409000000.0,1487000000.0,819000000.0,2828000000.0,2158000000.0,1530000000.0
Change In Cash,-10500000000.0,-493000000.0,-6949000000.0,2296000000.0,-956000000.0,458000000.0
Repurchase Of Stock,-15000000.0,-359000000.0,-359000000.0,-359000000.0,-879000000.0,-859000000.0
Effect Of Exchange Rate,28000000.0,116000000.0,218000000.0,-213000000.0,-4000000.0,-35000000.0
Total Cash From Operating Activities,-1287000000.0,-598000000.0,-4513000000.0,-3297000000.0,4359000000.0,5417000000.0
Depreciation,54000000.0,65000000.0,9000000.0,30000000.0,15000000.0,42000000.0
Other Cashflows From Investing Activities,-1103000000.0,-943000000.0,995000000.0,-1550000000.0,-54000000.0,-858000000.0
Dividends Paid,-438000000.0,-439000000.0,-441000000.0,-471000000.0,-455000000.0,-448000000.0
Other Cashflows From Financing Activities,-126000000.0,1076000000.0,292000000.0,430000000.0,-612000000.0,1072000000.0
Change To Netincome,3943000000.0,370000000.0,2082000000.0,-1663000000.0,-261000000.0,10000000.0
