,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,17063000.0,20732000.0,-49105000.0,-177258000.0,106056000.0,246285000.0,-2971000.0
Change To Liabilities,0.0,0.0,17862000.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,16639000.0,18911000.0,-53022000.0,-181010000.0,100807000.0,-1454658000.0,-23108000.0
Net Borrowings,-2361000.0,510705000.0,-2157000.0,-29740000.0,981000000.0,-2444000.0,-1580000.0
Total Cash From Financing Activities,-5825000.0,259077000.0,-101292000.0,-39378000.0,664688000.0,-67143000.0,-105418000.0
Change To Operating Activities,68664000.0,32811000.0,57344000.0,-27325000.0,-6738000.0,-8931000.0,66877000.0
Issuance Of Stock,7281000.0,6309000.0,6833000.0,3930000.0,4107000.0,2830000.0,11839000.0
Net Income,96425000.0,91761000.0,148538000.0,143766000.0,98254000.0,89930000.0,161557000.0
Change In Cash,235170000.0,467450000.0,99125000.0,-80421000.0,890204000.0,-1434480000.0,160794000.0
Repurchase Of Stock,-6353000.0,-175430000.0,-105396000.0,-14802000.0,-221691000.0,-67081000.0,-117367000.0
Effect Of Exchange Rate,3925000.0,4268000.0,9772000.0,-8498000.0,3012000.0,-3609000.0,-1139000.0
Total Cash From Operating Activities,220431000.0,185194000.0,243667000.0,148465000.0,121697000.0,90930000.0,290459000.0
Depreciation,14171000.0,15754000.0,-19599000.0,13080000.0,12985000.0,19211000.0,28991000.0
Other Cashflows From Financing Activities,-4392000.0,-82507000.0,-572000.0,1234000.0,-98728000.0,-448000.0,1690000.0
Change To Netincome,41171000.0,44868000.0,26611000.0,18944000.0,17196000.0,-13280000.0,33315000.0
Capital Expenditures,358000.0,-179000.0,-1937000.0,-526000.0,-1391000.0,-3823000.0,-7445000.0
Change To Account Receivables,-22540000.0,-22540000.0,-22540000.0,,,,
