,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,,-11118000.0,-11118000.0,-11118000.0,-11118000.0
Change To Liabilities,39001000.0,62404000.0,36021000.0,646000.0,94020000.0
Total Cashflows From Investing Activities,-1832855000.0,-196394000.0,-73481000.0,-837783000.0,156737000.0
Net Borrowings,1223924000.0,-93500000.0,-253500000.0,575000000.0,-634500000.0
Total Cash From Financing Activities,1141259000.0,-206433000.0,-418836000.0,455163000.0,-715822000.0
Change To Operating Activities,547000.0,-10351000.0,-31023000.0,-4323000.0,-28410000.0
Issuance Of Stock,5571000.0,22655000.0,21206000.0,18994000.0,23548000.0
Net Income,152530000.0,200802000.0,461466000.0,335324000.0,485374000.0
Change In Cash,-210231000.0,23603000.0,-56078000.0,74797000.0,69204000.0
Effect Of Exchange Rate,61480000.0,-10948000.0,-3286000.0,21011000.0,-23130000.0
Total Cash From Operating Activities,419885000.0,437378000.0,439525000.0,436406000.0,651419000.0
Depreciation,155263000.0,209980000.0,214062000.0,227252000.0,237362000.0
Other Cashflows From Investing Activities,1548000.0,1548000.0,18331000.0,19341000.0,19154000.0
Dividends Paid,-61237000.0,-62165000.0,-62828000.0,-63221000.0,-63648000.0
Change To Inventory,-22363000.0,-37198000.0,-53170000.0,-5497000.0,-11138000.0
Change To Account Receivables,-11039000.0,-23412000.0,-59793000.0,44748000.0,-600000.0
Other Cashflows From Financing Activities,-26999000.0,-73423000.0,-123714000.0,-75610000.0,-41222000.0
Change To Netincome,-24957000.0,66159000.0,-125814000.0,-152880000.0,-203155000.0
Capital Expenditures,-70903000.0,-80795000.0,-102695000.0,-90694000.0,-71618000.0
