,2020-06-28,2020-09-27,2020-12-31,2021-03-28,2021-06-27,2021-09-26,2021-12-31
Investments,,,-11118000.0,-11118000.0,-11118000.0,-11118000.0,
Change To Liabilities,5039000.0,22206000.0,4889000.0,-4438000.0,37063000.0,51554000.0,9841000.0
Total Cashflows From Investing Activities,-10117000.0,-24265000.0,-518957000.0,-20877000.0,-10879000.0,199482000.0,-10989000.0
Net Borrowings,25000000.0,-285000000.0,350000000.0,-100000000.0,-75000000.0,-259000000.0,-200500000.0
Total Cash From Financing Activities,7106000.0,-296218000.0,338945000.0,-131496000.0,-109221000.0,-259698000.0,-215407000.0
Change To Operating Activities,5416000.0,-2426000.0,-13716000.0,3342000.0,-19893000.0,-14672000.0,2813000.0
Issuance Of Stock,5690000.0,8509000.0,7817000.0,8849000.0,8849000.0,16124000.0,1085000.0
Net Income,11456000.0,116587000.0,76131000.0,74866000.0,83248000.0,199181000.0,128079000.0
Change In Cash,147058000.0,-206055000.0,28400000.0,-51249000.0,37150000.0,119386000.0,-36083000.0
Effect Of Exchange Rate,4727000.0,7172000.0,12954000.0,-9427000.0,3097000.0,-5635000.0,-11165000.0
Total Cash From Operating Activities,145342000.0,107256000.0,195458000.0,110551000.0,154153000.0,185237000.0,201478000.0
Depreciation,57346000.0,56879000.0,57274000.0,59435000.0,60414000.0,58829000.0,58684000.0
Other Cashflows From Investing Activities,9986000.0,9355000.0,9355000.0,8038000.0,8038000.0,1250000.0,9866000.0
Dividends Paid,-15791000.0,-15826000.0,-15837000.0,-15893000.0,-15900000.0,-15923000.0,-15932000.0
Change To Inventory,-22529000.0,-3221000.0,32599000.0,-10074000.0,-3574000.0,2697000.0,-187000.0
Change To Account Receivables,68988000.0,-10297000.0,9202000.0,-12298000.0,-10861000.0,9330000.0,13229000.0
Other Cashflows From Financing Activities,-7793000.0,-3901000.0,-3035000.0,-13093000.0,-27170000.0,-899000.0,-60000.0
Change To Netincome,15981000.0,-18422000.0,-6866000.0,-3157000.0,24906000.0,-99785000.0,-125119000.0
Capital Expenditures,-19368000.0,-23317000.0,-28325000.0,-19276000.0,-17383000.0,-15431000.0,-19528000.0
Repurchase Of Stock,-2510000.0,-2510000.0,-2510000.0,-2510000.0,,,
