Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01-00-00-00,15.09,15.38,14.93,15.18,15.18,19915900
2019-11-04-00-00-00,15.31,15.38,15.15,15.35,15.35,17392700
2019-11-05-00-00-00,15.32,15.35,14.81,14.83,14.83,18667000
2019-11-06-00-00-00,14.87,14.88,14.23,14.41,14.41,23041300
2019-11-07-00-00-00,14.41,14.7,14.14,14.16,14.16,17196500
2019-11-08-00-00-00,14.18,14.52,14.09,14.19,14.19,14240600
2019-11-11-00-00-00,14.13,14.41,13.96,14.39,14.39,13118300
2019-11-12-00-00-00,14.38,14.64,14.32,14.38,14.38,13021000
2019-11-13-00-00-00,14.38,14.64,14.34,14.47,14.47,8303600
2019-11-14-00-00-00,14.42,14.59,14.21,14.37,14.37,16339700
2019-11-15-00-00-00,14.48,14.595,13.5,13.94,13.94,33502800
2019-11-18-00-00-00,14.08,14.74,14.04,14.69,14.69,33294400
2019-11-19-00-00-00,14.58,15.26,14.39,15.16,15.16,24825000
2019-11-20-00-00-00,15.07,15.52,15.01,15.31,15.31,20996500
2019-11-21-00-00-00,15.33,15.63,15.06,15.08,15.08,21572400
2019-11-22-00-00-00,15.18,15.5,15.01,15.26,15.26,20997300
2019-11-25-00-00-00,15.59,15.9,15.49,15.5,15.5,25666900
2019-11-26-00-00-00,15.46,15.545,15.161,15.46,15.46,20537200
2019-11-27-00-00-00,15.53,15.53,15.23,15.35,15.35,11508100
2019-11-29-00-00-00,15.23,15.355,15.19,15.25,15.25,6311200
