Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01-00-00-00,11.14,11.53,10.92,11.36,11.36,22120000
2019-04-02-00-00-00,11.01,11.3,10.93,11.22,11.22,20786500
2019-04-03-00-00-00,11.29,11.51,11.11,11.16,11.16,16793400
2019-04-04-00-00-00,11.23,11.54,10.98,11.28,11.28,28867700
2019-04-05-00-00-00,11.64,12.05,11.45,11.84,11.84,58510700
2019-04-08-00-00-00,12.31,12.63,12.19,12.27,12.27,42413400
2019-04-09-00-00-00,12.16,12.47,12.06,12.35,12.35,26261300
2019-04-10-00-00-00,11.84,12.2,11.565,12.02,12.02,45526000
2019-04-11-00-00-00,12.1,12.37,11.79,11.9,11.9,20186000
2019-04-12-00-00-00,11.98,12.03,11.7,11.97,11.97,15400500
2019-04-15-00-00-00,11.9,12.02,11.79,11.85,11.85,10578900
2019-04-16-00-00-00,11.8,11.85,11.48,11.69,11.69,19741100
2019-04-17-00-00-00,11.76,11.83,11.52,11.75,11.75,14681600
2019-04-18-00-00-00,11.18,11.71,11.18,11.67,11.67,24285200
2019-04-22-00-00-00,11.55,11.7,11.23,11.53,11.53,20725500
2019-04-23-00-00-00,11.94,12.2,11.674,11.99,11.99,63113300
2019-04-24-00-00-00,12.35,12.42,11.06,11.26,11.26,106430600
2019-04-25-00-00-00,11.13,11.15,10.51,10.79,10.79,51272600
2019-04-26-00-00-00,10.73,11.13,10.69,10.91,10.91,23725500
2019-04-29-00-00-00,11.1,11.29,11.06,11.22,11.22,21473800
2019-04-30-00-00-00,11.16,11.37,11.02,11.14,11.14,17017900
