,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-13800000.0,-7500000.0,-10800000.0,-5500000.0,-6400000.0,2300000.0,-5000000.0,-1800000.0
Change To Liabilities,7700000.0,121400000.0,-18300000.0,14900000.0,-21500000.0,125000000.0,-83600000.0,-8400000.0
Total Cashflows From Investing Activities,-123400000.0,-285200000.0,-128000000.0,-132400000.0,-90400000.0,-407300000.0,-254500000.0,-573100000.0
Total Cash From Financing Activities,-16900000.0,-396700000.0,-1000000.0,-450100000.0,-325400000.0,-281700000.0,-1008600000.0,-17700000.0
Change To Operating Activities,239900000.0,261300000.0,-96600000.0,43200000.0,-213800000.0,24200000.0,-197700000.0,-253400000.0
Issuance Of Stock,1900000.0,21800000.0,5300000.0,24700000.0,1900000.0,24200000.0,900000.0,18200000.0
Net Income,231600000.0,703400000.0,938300000.0,769600000.0,467400000.0,587300000.0,553000000.0,491600000.0
Change In Cash,233400000.0,110200000.0,653600000.0,570000000.0,72400000.0,73300000.0,-563800000.0,-239200000.0
Repurchase Of Stock,-9500000.0,-500000.0,-2500000.0,-96600000.0,-314900000.0,-301400000.0,-1003000000.0,-27300000.0
Effect Of Exchange Rate,3000000.0,5900000.0,8000000.0,-5100000.0,1000000.0,-5000000.0,1800000.0,-4400000.0
Total Cash From Operating Activities,370700000.0,786200000.0,774600000.0,1157600000.0,487200000.0,767300000.0,697500000.0,356000000.0
Depreciation,190600000.0,199100000.0,-89100000.0,154700000.0,159100000.0,155900000.0,90400000.0,161500000.0
Change To Inventory,-87800000.0,-49100000.0,-49100000.0,-4700000.0,-12800000.0,11000000.0,9300000.0,-37400000.0
Change To Account Receivables,-228700000.0,-481600000.0,-291200000.0,104200000.0,60500000.0,-215000000.0,93100000.0,-64100000.0
Other Cashflows From Financing Activities,-9300000.0,-5800000.0,-3800000.0,-3200000.0,-12400000.0,-4500000.0,-6500000.0,-8600000.0
Change To Netincome,17400000.0,31700000.0,285800000.0,75700000.0,48300000.0,78900000.0,136400000.0,66200000.0
Capital Expenditures,-98500000.0,-77200000.0,-99400000.0,-95400000.0,-97200000.0,-117800000.0,-150000000.0,-117200000.0
Net Borrowings,-412200000.0,-412200000.0,-375000000.0,-375000000.0,,,,
Other Cashflows From Investing Activities,3100000.0,3100000.0,,,,,,
