,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-4800000.0,-219100000.0,-37200000.0,-28800000.0
Change To Liabilities,655800000.0,-196600000.0,376200000.0,-188900000.0
Total Cashflows From Investing Activities,-215700000.0,-841500000.0,-440200000.0,-214300000.0
Net Borrowings,-182000000.0,278500000.0,-128700000.0,-839000000.0
Total Cash From Financing Activities,-508300000.0,179500000.0,-209600000.0,-944700000.0
Issuance Of Stock,28800000.0,12400000.0,30000000.0,5000000.0
Net Income,470100000.0,405800000.0,385500000.0,147700000.0
Change In Cash,-219600000.0,195300000.0,216300000.0,-195100000.0
Repurchase Of Stock,-1400000.0,-500000.0,-500000.0,-100000.0
Effect Of Exchange Rate,-32500000.0,62600000.0,34400000.0,29000000.0
Total Cash From Operating Activities,536900000.0,794700000.0,831700000.0,934900000.0
Depreciation,86500000.0,101700000.0,102400000.0,83900000.0
Other Cashflows From Investing Activities,-12800000.0,-12800000.0,-12800000.0,-12800000.0
Dividends Paid,-353700000.0,-110843000.0,-111010000.0,-110599500.0
Change To Inventory,-269900000.0,-60100000.0,27400000.0,153500000.0
Change To Account Receivables,-441400000.0,274500000.0,-6600000.0,712500000.0
Change To Netincome,-49600000.0,-71900000.0,-66400000.0,10100000.0
Capital Expenditures,-357700000.0,-505500000.0,-381100000.0,-295300000.0
Change To Operating Activities,,-115200000.0,-115200000.0,-115200000.0
