,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,53915000.0,-2621000.0,-13483000.0,214835000.0,32646000.0
Change To Liabilities,4417000.0,-9175000.0,-3611000.0,5576000.0,-104712000.0
Total Cashflows From Investing Activities,-294280000.0,253645000.0,-120421000.0,-33273000.0,-476259000.0
Net Borrowings,186554000.0,-389728000.0,447277000.0,45846000.0,260090000.0
Total Cash From Financing Activities,-223874000.0,-986513000.0,-482841000.0,-387399000.0,-101141000.0
Change To Operating Activities,-39965000.0,-54707000.0,-54576000.0,-25755000.0,22350000.0
Issuance Of Stock,1527000.0,591000.0,204012000.0,981000.0,82989000.0
Net Income,426075000.0,497795000.0,410605000.0,1000833000.0,844059000.0
Change In Cash,96027000.0,-94932000.0,-19634000.0,169241000.0,41475000.0
Repurchase Of Stock,-75126000.0,-75126000.0,-3971000.0,-5379000.0,-20842000.0
Total Cash From Operating Activities,614181000.0,637936000.0,583628000.0,589913000.0,618875000.0
Depreciation,340711000.0,290180000.0,296179000.0,308255000.0,407020000.0
Dividends Paid,-506172000.0,-529756000.0,-531565000.0,-379874000.0,-382132000.0
Change To Account Receivables,-7934000.0,5229000.0,-34160000.0,-559000.0,-18079000.0
Other Cashflows From Financing Activities,-120202000.0,-25608000.0,-23594000.0,-48973000.0,-41246000.0
Change To Netincome,-113723000.0,-96686000.0,-32509000.0,-701637000.0,-534863000.0
Other Cashflows From Investing Activities,16222000.0,16222000.0,4000000.0,2450000.0,
