,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Investments,25965000.0,-18453000.0,-52029000.0,-161597000.0,-47910000.0,-127684000.0,71221000.0,-32286000.0,-146200000.0,-197353000.0
Change To Liabilities,-95667000.0,1571000.0,234184000.0,-245522000.0,-30069000.0,167835000.0,212505000.0,-108355000.0,-85881000.0,61812000.0
Total Cashflows From Investing Activities,-43711000.0,-70545000.0,-135098000.0,-193904000.0,-150587000.0,-210915000.0,-725491000.0,-95621000.0,-233321000.0,-274807000.0
Net Borrowings,473735000.0,-458146000.0,-449363000.0,515992000.0,24811000.0,8665000.0,-361647000.0,215414000.0,93748000.0,-22772000.0
Total Cash From Financing Activities,470868000.0,-488287000.0,-513932000.0,401966000.0,-22942000.0,-104150000.0,-765505000.0,-209009000.0,-551487000.0,-452225000.0
Change To Operating Activities,-217575000.0,424629000.0,617792000.0,-482733000.0,100330000.0,453783000.0,497152000.0,-859844000.0,221588000.0,92626000.0
Net Income,81897000.0,184132000.0,313765000.0,266202000.0,442637000.0,435743000.0,691992000.0,392297000.0,487322000.0,446639000.0
Change In Cash,581039000.0,332823000.0,392690000.0,-37540000.0,255102000.0,619313000.0,-336341000.0,-747152000.0,-461913000.0,-107665000.0
Repurchase Of Stock,-485000.0,-4269000.0,-2208000.0,-95991000.0,-28559000.0,-100482000.0,-182435000.0,-399258000.0,-629352000.0,-410946000.0
Effect Of Exchange Rate,11538000.0,37076000.0,71583000.0,-52154000.0,8065000.0,-38625000.0,-9402000.0,-49015000.0,-131528000.0,-134526000.0
Total Cash From Operating Activities,142344000.0,854579000.0,970137000.0,-193448000.0,420566000.0,973003000.0,1164057000.0,-393507000.0,454423000.0,753893000.0
Depreciation,116384000.0,127725000.0,450133000.0,122078000.0,119085000.0,122564000.0,194044000.0,149032000.0,162359000.0,142136000.0
Other Cashflows From Investing Activities,2246000.0,4317000.0,-5115000.0,16000.0,-1136000.0,-24313000.0,1846000.0,-4487000.0,-3870000.0,1574000.0
Change To Account Receivables,223269000.0,333993000.0,-239049000.0,161221000.0,-261589000.0,-154793000.0,-510798000.0,-156061000.0,-353289000.0,133991000.0
Other Cashflows From Financing Activities,-2382000.0,-25872000.0,-62361000.0,-18035000.0,-19194000.0,-12333000.0,-221423000.0,-25165000.0,-15883000.0,-18507000.0
Change To Netincome,15703000.0,-212396000.0,-539673000.0,-57963000.0,6799000.0,-12667000.0,-130266000.0,170039000.0,98462000.0,-68696000.0
Capital Expenditures,-71908000.0,-56397000.0,-76029000.0,-29597000.0,-46347000.0,-45465000.0,-88442000.0,-42056000.0,-54666000.0,-64274000.0
