,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-73000000.0,57000000.0,25000000.0,-20000000.0,-117000000.0
Change To Liabilities,374000000.0,698000000.0,396000000.0,1255000000.0,999000000.0
Total Cashflows From Investing Activities,-4279000000.0,-3901000000.0,-5720000000.0,-3393000000.0,-2643000000.0
Net Borrowings,1509000000.0,-344000000.0,567000000.0,-3217000000.0,3255000000.0
Total Cash From Financing Activities,-1061000000.0,-3075000000.0,-1771000000.0,-4677000000.0,-6655000000.0
Net Income,2216000000.0,3787000000.0,3505000000.0,3754000000.0,6956000000.0
Change In Cash,86000000.0,-230000000.0,119000000.0,1172000000.0,-342000000.0
Repurchase Of Stock,-2051000000.0,-1530000000.0,-1031000000.0,-441000000.0,-8215000000.0
Effect Of Exchange Rate,-15000000.0,-15000000.0,8000000.0,10000000.0,-3000000.0
Total Cash From Operating Activities,5426000000.0,6761000000.0,7602000000.0,9232000000.0,8959000000.0
Depreciation,2131000000.0,2278000000.0,2596000000.0,2721000000.0,2853000000.0
Other Cashflows From Investing Activities,-4000000.0,60000000.0,34000000.0,-38000000.0,-4000000.0
Dividends Paid,-487000000.0,-487000000.0,-550000000.0,-153000000.0,-624000000.0
Change To Inventory,-69000000.0,-242000000.0,-158000000.0,-304000000.0,-540000000.0
Change To Account Receivables,-601000000.0,-423000000.0,-326000000.0,327000000.0,-962000000.0
Other Cashflows From Financing Activities,-519000000.0,-714000000.0,-757000000.0,-866000000.0,-1071000000.0
Change To Netincome,1344000000.0,632000000.0,1559000000.0,1449000000.0,-374000000.0
Capital Expenditures,-3015000000.0,-3573000000.0,-4158000000.0,-2835000000.0,-3577000000.0
Change To Operating Activities,4039000000.0,,,,
