,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,8578000000.0,8570000000.0,369000000.0,8575000000.0,8680000000.0,9153000000.0,403000000.0
Total Liab,48141000000.0,49717000000.0,44598000000.0,44795000000.0,46374000000.0,47737000000.0,49253000000.0
Total Stockholder Equity,-1786000000.0,-974000000.0,572000000.0,247000000.0,-593000000.0,-695000000.0,-933000000.0
Minority Interest,2354000000.0,2273000000.0,2320000000.0,2235000000.0,2383000000.0,2520000000.0,2422000000.0
Other Current Liab,4999000000.0,6123000000.0,560000000.0,,,,587000000.0
Total Assets,48709000000.0,51016000000.0,47490000000.0,47277000000.0,48164000000.0,49562000000.0,50742000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,1315000000.0,1199000000.0,1340000000.0,1406000000.0,1577000000.0,1657000000.0,1896000000.0
Retained Earnings,-1315000000.0,-647000000.0,777000000.0,735000000.0,-121000000.0,-206000000.0,-532000000.0
Other Liab,2911000000.0,2856000000.0,3380000000.0,3549000000.0,3645000000.0,4320000000.0,3574000000.0
Good Will,,,8209000000.0,,,,9137000000.0
Treasury Stock,-562000000.0,-515000000.0,-502000000.0,-491000000.0,-475000000.0,-492000000.0,-404000000.0
Other Assets,527000000.0,542000000.0,546000000.0,575000000.0,628000000.0,685000000.0,598000000.0
Cash,4638000000.0,6588000000.0,1793000000.0,1030000000.0,1120000000.0,1027000000.0,1451000000.0
Total Current Liabilities,12856000000.0,14379000000.0,8704000000.0,8642000000.0,8615000000.0,9624000000.0,9582000000.0
Short Long Term Debt,163000000.0,172000000.0,81000000.0,234000000.0,253000000.0,267000000.0,102000000.0
Other Stockholder Equity,-562000000.0,-515000000.0,-502000000.0,-491000000.0,-475000000.0,-492000000.0,-404000000.0
Property Plant Equipment,24934000000.0,24913000000.0,25223000000.0,25271000000.0,25589000000.0,25646000000.0,26176000000.0
Total Current Assets,14031000000.0,16266000000.0,12333000000.0,12036000000.0,12475000000.0,13248000000.0,13542000000.0
Long Term Investments,639000000.0,725000000.0,810000000.0,820000000.0,792000000.0,830000000.0,886000000.0
Net Tangible Assets,-10364000000.0,-9544000000.0,-8006000000.0,-8328000000.0,-9273000000.0,-9848000000.0,-10473000000.0
Short Term Investments,105000000.0,96000000.0,116000000.0,108000000.0,115000000.0,112000000.0,103000000.0
Net Receivables,6139000000.0,6433000000.0,7059000000.0,7424000000.0,7636000000.0,8433000000.0,8106000000.0
Long Term Debt,30843000000.0,30847000000.0,30347000000.0,30874000000.0,32347000000.0,32051000000.0,33765000000.0
Inventory,1834000000.0,1950000000.0,2025000000.0,2068000000.0,2027000000.0,2019000000.0,1986000000.0
Accounts Payable,2882000000.0,3270000000.0,3535000000.0,3524000000.0,3531000000.0,3759000000.0,4111000000.0
Capital Surplus,88000000.0,185000000.0,294000000.0,,,,
