,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02
Intangible Assets,409200000.0,408800000.0,409700000.0,397100000.0,2765800000.0,2705200000.0,2741600000.0,10659800000.0,2618800000.0,10140000000.0
Total Liab,1858300000.0,1811000000.0,1856200000.0,4282100000.0,6910500000.0,7030900000.0,6808300000.0,6418700000.0,6185600000.0,6168500000.0
Total Stockholder Equity,2879900000.0,3026000000.0,3228600000.0,3336300000.0,7312400000.0,7416600000.0,7622000000.0,7832400000.0,7861900000.0,7662900000.0
Total Assets,4738200000.0,4837000000.0,5084800000.0,7618400000.0,14222900000.0,14447500000.0,14430300000.0,14251100000.0,14047500000.0,13831400000.0
Common Stock,400000.0,400000.0,400000.0,400000.0,500000.0,500000.0,500000.0,7832400000.0,500000.0,7662900000.0
Other Liab,241200000.0,259600000.0,296100000.0,273300000.0,979800000.0,1036700000.0,1072400000.0,1178600000.0,997600000.0,1131600000.0
Other Assets,188100000.0,199900000.0,189800000.0,196500000.0,274200000.0,312100000.0,300600000.0,446600000.0,275400000.0,424100000.0
Cash,382800000.0,454500000.0,673100000.0,3234200000.0,695100000.0,551800000.0,474700000.0,284300000.0,278800000.0,479300000.0
Total Current Liabilities,752200000.0,671200000.0,760900000.0,652400000.0,1053300000.0,1421800000.0,1498400000.0,1408300000.0,1403000000.0,1418500000.0
Short Long Term Debt,102100000.0,27100000.0,99100000.0,1600000.0,1600000.0,1600000.0,1200000.0,300000000.0,300000000.0,300000000.0
Property Plant Equipment,595800000.0,601900000.0,612700000.0,604100000.0,1016100000.0,995800000.0,972000000.0,807300000.0,921300000.0,747900000.0
Total Current Assets,1483800000.0,1535100000.0,1722600000.0,4280600000.0,2650900000.0,2534900000.0,2429400000.0,2337400000.0,2337400000.0,2519400000.0
Net Tangible Assets,409400000.0,525900000.0,668900000.0,799100000.0,-2969300000.0,-3188100000.0,-3106300000.0,-2827400000.0,-2651500000.0,-2477100000.0
Net Receivables,653000000.0,650200000.0,624100000.0,639200000.0,963300000.0,1031300000.0,1083800000.0,1132400000.0,1129300000.0,1079900000.0
Long Term Debt,753200000.0,763200000.0,682700000.0,3244500000.0,4742900000.0,4442300000.0,4099500000.0,3831800000.0,3645700000.0,3618400000.0
Inventory,392300000.0,365400000.0,347300000.0,328000000.0,867200000.0,833200000.0,752900000.0,801300000.0,821500000.0,834100000.0
Accounts Payable,245000000.0,216600000.0,229100000.0,249900000.0,399600000.0,427600000.0,469500000.0,496100000.0,483000000.0,499500000.0
Capital Surplus,376200000.0,382900000.0,389900000.0,398400000.0,4297400000.0,4307500000.0,4317100000.0,4325200000.0,4333600000.0,
Other Current Liab,127400000.0,131900000.0,161300000.0,147900000.0,208400000.0,197800000.0,189300000.0,181700000.0,189200000.0,
Other Current Assets,5400000.0,4000000.0,10100000.0,6700000.0,12100000.0,8700000.0,8600000.0,9100000.0,6600000.0,
Retained Earnings,3101900000.0,3195800000.0,3327900000.0,3412600000.0,3477300000.0,3611400000.0,3773200000.0,3985800000.0,4157100000.0,
Good Will,2061300000.0,2091300000.0,2150000000.0,2140100000.0,7515900000.0,7899500000.0,7986700000.0,7977000000.0,7894600000.0,
Treasury Stock,-598600000.0,-553100000.0,-489600000.0,-475100000.0,-462800000.0,-502800000.0,-468800000.0,-479100000.0,-629300000.0,
Other Stockholder Equity,-531000000.0,-486800000.0,-430100000.0,-424900000.0,-416700000.0,-460800000.0,-430000000.0,-451900000.0,-605000000.0,
