,2017-09-29,2018-09-28,2019-09-27,2020-09-25,2021-09-24
Change To Liabilities,314000000.0,201000000.0,-178000000.0,-80000000.0,560000000.0
Total Cashflows From Investing Activities,-932000000.0,-1094000000.0,-692000000.0,-865000000.0,-1037000000.0
Net Borrowings,259000000.0,-319000000.0,4000000.0,22000000.0,-47000000.0
Total Cash From Financing Activities,-814000000.0,-1722000000.0,-1643000000.0,-1105000000.0,-1386000000.0
Change To Operating Activities,285000000.0,-28000000.0,85000000.0,95000000.0,215000000.0
Issuance Of Stock,117000000.0,100000000.0,85000000.0,55000000.0,167000000.0
Net Income,1683000000.0,2565000000.0,1844000000.0,-241000000.0,2261000000.0
Change In Cash,571000000.0,-370000000.0,79000000.0,18000000.0,258000000.0
Repurchase Of Stock,-614000000.0,-879000000.0,-1091000000.0,-523000000.0,-831000000.0
Effect Of Exchange Rate,-4000000.0,-5000000.0,-8000000.0,-4000000.0,5000000.0
Total Cash From Operating Activities,2321000000.0,2451000000.0,2422000000.0,1992000000.0,2676000000.0
Depreciation,611000000.0,667000000.0,690000000.0,711000000.0,769000000.0
Other Cashflows From Investing Activities,-22000000.0,-29000000.0,17000000.0,17000000.0,-10000000.0
Dividends Paid,-546000000.0,-588000000.0,-608000000.0,-625000000.0,-647000000.0
Change To Inventory,-270000000.0,-247000000.0,64000000.0,-89000000.0,-556000000.0
Change To Account Receivables,-204000000.0,-269000000.0,31000000.0,-63000000.0,-518000000.0
Other Cashflows From Financing Activities,-30000000.0,-36000000.0,-33000000.0,-34000000.0,-28000000.0
Change To Netincome,-97000000.0,-492000000.0,21000000.0,1668000000.0,-161000000.0
Capital Expenditures,-679000000.0,-935000000.0,-749000000.0,-560000000.0,-690000000.0
