,2020-06-26,2020-09-25,2020-12-25,2021-03-26,2021-06-25,2021-09-24,2021-12-24,2022-03-25
Change To Liabilities,-130000000.0,1000000.0,349000000.0,161000000.0,136000000.0,-86000000.0,15000000.0,0.0
Total Cashflows From Investing Activities,-81000000.0,-117000000.0,-246000000.0,-77000000.0,-174000000.0,-540000000.0,-199000000.0,-184000000.0
Net Borrowings,-352000000.0,-30000000.0,-30000000.0,411000000.0,-426000000.0,-2000000.0,-76000000.0,106000000.0
Total Cash From Financing Activities,-625000000.0,-135000000.0,-252000000.0,151000000.0,-842000000.0,-443000000.0,-552000000.0,-460000000.0
Change To Operating Activities,45000000.0,205000000.0,122000000.0,11000000.0,43000000.0,39000000.0,-257000000.0,-129000000.0
Issuance Of Stock,2000000.0,26000000.0,75000000.0,44000000.0,11000000.0,37000000.0,22000000.0,8000000.0
Net Income,-41000000.0,230000000.0,381000000.0,506000000.0,580000000.0,794000000.0,566000000.0,560000000.0
Change In Cash,-322000000.0,471000000.0,153000000.0,650000000.0,-332000000.0,-213000000.0,-221000000.0,-233000000.0
Repurchase Of Stock,-115000000.0,-119000000.0,-119000000.0,-140000000.0,-259000000.0,-313000000.0,-304000000.0,-404000000.0
Effect Of Exchange Rate,4000000.0,3000000.0,11000000.0,-4000000.0,2000000.0,-4000000.0,-2000000.0,-2000000.0
Total Cash From Operating Activities,380000000.0,720000000.0,640000000.0,580000000.0,682000000.0,774000000.0,532000000.0,413000000.0
Depreciation,176000000.0,181000000.0,187000000.0,193000000.0,210000000.0,179000000.0,198000000.0,194000000.0
Other Cashflows From Investing Activities,15000000.0,4000000.0,3000000.0,7000000.0,-12000000.0,-8000000.0,3000000.0,4000000.0
Dividends Paid,-159000000.0,-159000000.0,-159000000.0,-159000000.0,-165000000.0,-164000000.0,-163000000.0,-163000000.0
Change To Inventory,-191000000.0,253000000.0,-145000000.0,-67000000.0,-270000000.0,-74000000.0,-264000000.0,-147000000.0
Change To Account Receivables,322000000.0,-245000000.0,-299000000.0,-268000000.0,-71000000.0,120000000.0,148000000.0,-205000000.0
Other Cashflows From Financing Activities,-1000000.0,-2000000.0,-19000000.0,-5000000.0,-3000000.0,-1000000.0,-31000000.0,-7000000.0
Change To Netincome,180000000.0,124000000.0,28000000.0,27000000.0,27000000.0,-243000000.0,92000000.0,147000000.0
Capital Expenditures,-130000000.0,-121000000.0,-142000000.0,-142000000.0,-170000000.0,-236000000.0,-172000000.0,-179000000.0
