,2017-09-29,2018-09-28,2019-09-27,2020-09-25,2021-09-24
Intangible Assets,1841000000.0,1704000000.0,1596000000.0,1593000000.0,1549000000.0
Total Liab,9652000000.0,9555000000.0,9124000000.0,9747000000.0,10714000000.0
Total Stockholder Equity,9751000000.0,10831000000.0,10570000000.0,9383000000.0,10634000000.0
Minority Interest,,,,112000000.0,114000000.0
Other Current Liab,1115000000.0,1300000000.0,1127000000.0,1108000000.0,1355000000.0
Total Assets,19403000000.0,20386000000.0,19694000000.0,19242000000.0,21462000000.0
Common Stock,157000000.0,157000000.0,154000000.0,149000000.0,148000000.0
Other Current Assets,345000000.0,472000000.0,27000000.0,42000000.0,26000000.0
Retained Earnings,10175000000.0,12114000000.0,12256000000.0,10348000000.0,11709000000.0
Other Liab,2075000000.0,2008000000.0,2154000000.0,2169000000.0,2097000000.0
Good Will,5651000000.0,5684000000.0,5740000000.0,5224000000.0,5590000000.0
Treasury Stock,-581000000.0,-1440000000.0,-1840000000.0,-1114000000.0,-1223000000.0
Other Assets,2826000000.0,3302000000.0,3230000000.0,2538000000.0,2838000000.0
Cash,1218000000.0,848000000.0,927000000.0,945000000.0,1203000000.0
Total Current Liabilities,3847000000.0,4410000000.0,3540000000.0,3690000000.0,4656000000.0
Deferred Long Term Asset Charges,2141000000.0,2144000000.0,2776000000.0,2178000000.0,2499000000.0
Short Long Term Debt,710000000.0,963000000.0,570000000.0,700000000.0,554000000.0
Other Stockholder Equity,-160000000.0,-306000000.0,-503000000.0,-445000000.0,-168000000.0
Property Plant Equipment,3159000000.0,3497000000.0,3574000000.0,4103000000.0,4222000000.0
Total Current Assets,5926000000.0,6199000000.0,5554000000.0,5784000000.0,7263000000.0
Net Tangible Assets,2259000000.0,3443000000.0,3234000000.0,2566000000.0,3495000000.0
Net Receivables,2138000000.0,2361000000.0,2320000000.0,2377000000.0,2928000000.0
Long Term Debt,3730000000.0,3137000000.0,3430000000.0,3541000000.0,3627000000.0
Inventory,1647000000.0,1857000000.0,1836000000.0,1950000000.0,2511000000.0
Accounts Payable,1387000000.0,1548000000.0,1357000000.0,1276000000.0,1911000000.0
