,2020-06-26,2020-09-25,2020-12-25,2021-03-26,2021-06-25,2021-09-24,2021-12-24,2022-03-25
Intangible Assets,1612000000.0,1593000000.0,1613000000.0,1548000000.0,1516000000.0,1549000000.0,1509000000.0,1441000000.0
Total Liab,9696000000.0,9747000000.0,10287000000.0,11184000000.0,10896000000.0,10714000000.0,10281000000.0,10902000000.0
Total Stockholder Equity,9036000000.0,9383000000.0,9861000000.0,9669000000.0,10046000000.0,10634000000.0,11020000000.0,10442000000.0
Minority Interest,108000000.0,112000000.0,118000000.0,114000000.0,116000000.0,114000000.0,108000000.0,107000000.0
Other Current Liab,686000000.0,1114000000.0,341000000.0,276000000.0,244000000.0,1355000000.0,384000000.0,905000000.0
Total Assets,18840000000.0,19242000000.0,20266000000.0,20967000000.0,21058000000.0,21462000000.0,21409000000.0,21451000000.0
Common Stock,149000000.0,149000000.0,149000000.0,149000000.0,148000000.0,148000000.0,148000000.0,148000000.0
Other Current Assets,16000000.0,1000000.0,56000000.0,54000000.0,51000000.0,26000000.0,28000000.0,66000000.0
Retained Earnings,10125000000.0,10348000000.0,10672000000.0,10541000000.0,10892000000.0,11709000000.0,12285000000.0,12160000000.0
Other Liab,2160000000.0,2169000000.0,2526000000.0,2492000000.0,2539000000.0,2097000000.0,2479000000.0,2413000000.0
Good Will,5143000000.0,5224000000.0,5387000000.0,5342000000.0,5401000000.0,5590000000.0,5503000000.0,5463000000.0
Treasury Stock,-1238000000.0,-1114000000.0,-960000000.0,-1021000000.0,-994000000.0,-1223000000.0,-1413000000.0,-1866000000.0
Other Assets,2717000000.0,2538000000.0,3014000000.0,2993000000.0,3024000000.0,2838000000.0,3326000000.0,3313000000.0
Cash,474000000.0,945000000.0,1098000000.0,1748000000.0,1416000000.0,1203000000.0,982000000.0,749000000.0
Total Current Liabilities,3727000000.0,3690000000.0,4083000000.0,5039000000.0,4662000000.0,4656000000.0,4274000000.0,5046000000.0
Deferred Long Term Asset Charges,2286000000.0,2178000000.0,2198000000.0,2204000000.0,2224000000.0,2499000000.0,2513000000.0,2466000000.0
Short Long Term Debt,694000000.0,694000000.0,727000000.0,930000000.0,560000000.0,554000000.0,521000000.0,612000000.0
Other Stockholder Equity,-509000000.0,-445000000.0,-305000000.0,-246000000.0,-216000000.0,-168000000.0,-139000000.0,-97000000.0
Property Plant Equipment,4049000000.0,4103000000.0,3768000000.0,3662000000.0,3723000000.0,4222000000.0,3827000000.0,3817000000.0
Total Current Assets,5319000000.0,5784000000.0,6481000000.0,7422000000.0,7394000000.0,7263000000.0,7244000000.0,7417000000.0
Net Tangible Assets,2281000000.0,2566000000.0,2861000000.0,2779000000.0,3129000000.0,3495000000.0,4008000000.0,3538000000.0
Net Receivables,2146000000.0,2377000000.0,2640000000.0,2921000000.0,2985000000.0,2928000000.0,2844000000.0,3068000000.0
Long Term Debt,3463000000.0,3541000000.0,3678000000.0,3653000000.0,3695000000.0,3627000000.0,3528000000.0,3443000000.0
Inventory,2227000000.0,1950000000.0,2066000000.0,2134000000.0,2392000000.0,2511000000.0,2845000000.0,2999000000.0
Accounts Payable,1271000000.0,1276000000.0,1629000000.0,1793000000.0,1938000000.0,1911000000.0,1964000000.0,1986000000.0
Long Term Investments,,,3000000.0,,,,,
