,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29
Intangible Assets,18670000000.0,18412000000.0,18240000000.0,17740000000.0,16890000000.0,16523000000.0,16078000000.0,15595000000.0,15775000000.0
Capital Surplus,26261000000.0,26481000000.0,26665000000.0,26319000000.0,26184000000.0,26059000000.0,25814000000.0,24566000000.0,24335000000.0
Total Liab,43463000000.0,45570000000.0,46342000000.0,41481000000.0,40138000000.0,39597000000.0,39091000000.0,38259000000.0,37072000000.0
Total Stockholder Equity,50296000000.0,50164000000.0,50758000000.0,51428000000.0,51486000000.0,51991000000.0,52542000000.0,52551000000.0,52672000000.0
Minority Interest,147000000.0,152000000.0,170000000.0,174000000.0,178000000.0,168000000.0,171000000.0,171000000.0,170000000.0
Other Current Liab,977000000.0,1104000000.0,1240000000.0,990000000.0,848000000.0,999000000.0,900000000.0,1156000000.0,1008000000.0
Total Assets,93906000000.0,95886000000.0,97270000000.0,93083000000.0,91802000000.0,91756000000.0,91804000000.0,90981000000.0,89914000000.0
Other Current Assets,2068000000.0,1925000000.0,1985000000.0,1956000000.0,2120000000.0,2220000000.0,2122000000.0,2319000000.0,3145000000.0
Retained Earnings,27817000000.0,27526000000.0,28015000000.0,28594000000.0,28511000000.0,28974000000.0,29607000000.0,30250000000.0,30276000000.0
Other Liab,7510000000.0,7532000000.0,7306000000.0,5765000000.0,6416000000.0,6187000000.0,5874000000.0,4790000000.0,5542000000.0
Good Will,40714000000.0,41212000000.0,42141000000.0,41961000000.0,41720000000.0,41612000000.0,41346000000.0,40502000000.0,40324000000.0
Treasury Stock,-3782000000.0,-3843000000.0,-3922000000.0,-3485000000.0,-3209000000.0,-3042000000.0,-2879000000.0,-2265000000.0,-1939000000.0
Other Assets,4526000000.0,4675000000.0,4866000000.0,3895000000.0,4871000000.0,4888000000.0,4966000000.0,4644000000.0,5487000000.0
Cash,6499000000.0,6420000000.0,5077000000.0,3593000000.0,3004000000.0,2900000000.0,3479000000.0,3714000000.0,2140000000.0
Total Current Liabilities,13086000000.0,12071000000.0,12534000000.0,8509000000.0,7764000000.0,7803000000.0,8927000000.0,12394000000.0,14049000000.0
Deferred Long Term Asset Charges,,,,3169000000.0,3187000000.0,3203000000.0,3309000000.0,3403000000.0,3311000000.0
Short Long Term Debt,5823000000.0,4041000000.0,3821000000.0,11000000.0,6000000.0,16000000.0,865000000.0,3724000000.0,5729000000.0
Other Stockholder Equity,-3782000000.0,-3843000000.0,-3922000000.0,-3485000000.0,-3209000000.0,-3042000000.0,-2879000000.0,-2265000000.0,-1939000000.0
Property Plant Equipment,4882000000.0,4938000000.0,5023000000.0,6219000000.0,5162000000.0,5188000000.0,5251000000.0,6267000000.0,5280000000.0
Total Current Assets,24509000000.0,26036000000.0,26348000000.0,22548000000.0,22434000000.0,22731000000.0,23303000000.0,23059000000.0,22135000000.0
Long Term Investments,605000000.0,613000000.0,652000000.0,720000000.0,725000000.0,814000000.0,860000000.0,914000000.0,913000000.0
Net Tangible Assets,-9088000000.0,-9460000000.0,-9623000000.0,-8273000000.0,-7124000000.0,-6144000000.0,-4882000000.0,-3546000000.0,-3427000000.0
Short Term Investments,6513000000.0,7857000000.0,9562000000.0,7224000000.0,7591000000.0,7769000000.0,7742000000.0,6859000000.0,6733000000.0
Net Receivables,4876000000.0,5348000000.0,5215000000.0,5462000000.0,5431000000.0,5493000000.0,5446000000.0,5551000000.0,5308000000.0
Long Term Debt,22822000000.0,25911000000.0,26437000000.0,26316000000.0,25898000000.0,25548000000.0,24232000000.0,20316000000.0,17423000000.0
Inventory,4551000000.0,4484000000.0,4508000000.0,4313000000.0,4288000000.0,4349000000.0,4514000000.0,4616000000.0,4809000000.0
Accounts Payable,1720000000.0,1902000000.0,1816000000.0,2106000000.0,1864000000.0,1917000000.0,1985000000.0,2276000000.0,2180000000.0
