,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,230000000.0,246000000.0,249000000.0,295000000.0,304000000.0
Capital Surplus,38792000000.0,40795000000.0,40881000000.0,43767000000.0,44371000000.0
Total Liab,96177000000.0,101558000000.0,110887000000.0,113204000000.0,118451000000.0
Total Stockholder Equity,41739000000.0,43817000000.0,44860000000.0,46002000000.0,47334000000.0
Minority Interest,-2000000.0,17000000.0,1129000000.0,1220000000.0,1840000000.0
Deferred Long Term Liab,12442000000.0,13617000000.0,13222000000.0,12421000000.0,12487000000.0
Other Current Liab,2691000000.0,3378000000.0,2741000000.0,3210000000.0,3318000000.0
Total Assets,137914000000.0,145392000000.0,158838000000.0,162388000000.0,169587000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,1740000000.0,2325000000.0,2554000000.0,2085000000.0,2783000000.0
Retained Earnings,3013000000.0,3113000000.0,4108000000.0,2471000000.0,3265000000.0
Other Liab,34660000000.0,35394000000.0,39718000000.0,39934000000.0,40998000000.0
Good Will,19396000000.0,19303000000.0,19303000000.0,19303000000.0,19303000000.0
Treasury Stock,-67000000.0,-92000000.0,-130000000.0,-237000000.0,-303000000.0
Other Assets,23458000000.0,24170000000.0,25416000000.0,25735000000.0,27283000000.0
Cash,358000000.0,442000000.0,311000000.0,259000000.0,343000000.0
Total Current Liabilities,12482000000.0,15041000000.0,14752000000.0,16305000000.0,15931000000.0
Short Long Term Debt,3244000000.0,3236000000.0,3022000000.0,4109000000.0,3236000000.0
Other Stockholder Equity,-67000000.0,-92000000.0,-130000000.0,-237000000.0,-303000000.0
Property Plant Equipment,84824000000.0,90181000000.0,102339000000.0,106854000000.0,111292000000.0
Total Current Assets,8453000000.0,9714000000.0,9163000000.0,8682000000.0,9940000000.0
Long Term Investments,1553000000.0,1778000000.0,2368000000.0,1519000000.0,1465000000.0
Net Tangible Assets,22113000000.0,24268000000.0,25308000000.0,26404000000.0,27727000000.0
Net Receivables,3104000000.0,3863000000.0,3060000000.0,3153000000.0,3610000000.0
Long Term Debt,49035000000.0,50352000000.0,54135000000.0,54909000000.0,59684000000.0
Inventory,3250000000.0,3084000000.0,3232000000.0,3167000000.0,3199000000.0
Accounts Payable,3043000000.0,3487000000.0,3487000000.0,3144000000.0,3629000000.0
