,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-106000000.0,-294000000.0,-318000000.0,-299000000.0
Change To Liabilities,-204000000.0,479000000.0,-164000000.0,-21000000.0
Total Cashflows From Investing Activities,-8442000000.0,-10060000000.0,-11957000000.0,-10604000000.0
Net Borrowings,4231000000.0,3564000000.0,3235000000.0,1505000000.0
Total Cash From Financing Activities,1782000000.0,2960000000.0,3730000000.0,1731000000.0
Change To Operating Activities,-1360000000.0,-1519000000.0,-494000000.0,-637000000.0
Issuance Of Stock,1838000000.0,1838000000.0,384000000.0,2745000000.0
Net Income,3059000000.0,2666000000.0,3748000000.0,1377000000.0
Change In Cash,-36000000.0,86000000.0,-18000000.0,-17000000.0
Total Cash From Operating Activities,6624000000.0,7186000000.0,8209000000.0,8856000000.0
Depreciation,4046000000.0,4696000000.0,5176000000.0,5486000000.0
Other Cashflows From Investing Activities,-284000000.0,-377000000.0,-517000000.0,-398000000.0
Dividends Paid,-2450000000.0,-2471000000.0,-2668000000.0,-2812000000.0
Change To Inventory,268000000.0,156000000.0,-122000000.0,66000000.0
Change To Account Receivables,-83000000.0,-345000000.0,78000000.0,-56000000.0
Other Cashflows From Financing Activities,1000000.0,29000000.0,817000000.0,293000000.0
Change To Netincome,749000000.0,1030000000.0,211000000.0,2524000000.0
Capital Expenditures,-8052000000.0,-9389000000.0,-11122000000.0,-9907000000.0
