,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,1104000000.0,1095000000.0,1091000000.0,1033000000.0,1021000000.0,973000000.0,964000000.0,924000000.0
Capital Surplus,3849000000.0,3861000000.0,3897000000.0,3881000000.0,3909000000.0,3928000000.0,3939000000.0,3908000000.0
Total Liab,8154000000.0,8890000000.0,9422000000.0,9200000000.0,9255000000.0,9152000000.0,9446000000.0,11804000000.0
Total Stockholder Equity,6942000000.0,7363000000.0,7905000000.0,8077000000.0,8322000000.0,8294000000.0,8347000000.0,8396000000.0
Minority Interest,184000000.0,191000000.0,195000000.0,199000000.0,203000000.0,205000000.0,214000000.0,204000000.0
Deferred Long Term Liab,99000000.0,106000000.0,97000000.0,83000000.0,78000000.0,69000000.0,69000000.0,65000000.0
Other Current Liab,445000000.0,432000000.0,383000000.0,348000000.0,323000000.0,299000000.0,339000000.0,293000000.0
Total Assets,15280000000.0,16444000000.0,17522000000.0,17476000000.0,17780000000.0,17651000000.0,18007000000.0,20404000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,63000000.0,73000000.0,115000000.0,137000000.0,154000000.0,120000000.0,78000000.0,86000000.0
Retained Earnings,3984000000.0,4267000000.0,4550000000.0,4829000000.0,4976000000.0,5062000000.0,5077000000.0,5150000000.0
Other Liab,1056000000.0,1082000000.0,1065000000.0,1016000000.0,1024000000.0,1017000000.0,876000000.0,852000000.0
Good Will,2401000000.0,2479000000.0,2580000000.0,2503000000.0,2547000000.0,2504000000.0,2511000000.0,2479000000.0
Treasury Stock,-894000000.0,-768000000.0,-545000000.0,-636000000.0,-566000000.0,-699000000.0,-672000000.0,-665000000.0
Other Assets,616000000.0,534000000.0,581000000.0,541000000.0,554000000.0,533000000.0,526000000.0,543000000.0
Cash,1885000000.0,2122000000.0,2821000000.0,2830000000.0,2926000000.0,2741000000.0,3139000000.0,4877000000.0
Total Current Liabilities,2859000000.0,3579000000.0,4046000000.0,3962000000.0,3905000000.0,3834000000.0,4207000000.0,4146000000.0
Deferred Long Term Asset Charges,143000000.0,116000000.0,174000000.0,167000000.0,172000000.0,167000000.0,159000000.0,159000000.0
Short Long Term Debt,196000000.0,95000000.0,86000000.0,78000000.0,16000000.0,8000000.0,5000000.0,35000000.0
Other Stockholder Equity,-894000000.0,-768000000.0,-545000000.0,-636000000.0,-566000000.0,-699000000.0,-672000000.0,-665000000.0
Property Plant Equipment,3573000000.0,3598000000.0,3681000000.0,3523000000.0,3571000000.0,3574000000.0,3677000000.0,3672000000.0
Total Current Assets,5412000000.0,6589000000.0,7465000000.0,7801000000.0,8055000000.0,8104000000.0,8436000000.0,10774000000.0
Long Term Investments,2174000000.0,2149000000.0,2124000000.0,2075000000.0,2032000000.0,1963000000.0,1893000000.0,2012000000.0
Net Tangible Assets,3437000000.0,3789000000.0,4234000000.0,4541000000.0,4754000000.0,4817000000.0,4872000000.0,4993000000.0
Net Receivables,2180000000.0,3101000000.0,3185000000.0,3223000000.0,3109000000.0,3060000000.0,3142000000.0,3420000000.0
Long Term Debt,3930000000.0,3920000000.0,3997000000.0,3923000000.0,4005000000.0,3984000000.0,4049000000.0,6465000000.0
Inventory,1212000000.0,1229000000.0,1297000000.0,1525000000.0,1801000000.0,2119000000.0,2014000000.0,2312000000.0
Accounts Payable,1432000000.0,2186000000.0,2571000000.0,2624000000.0,2574000000.0,2544000000.0,2953000000.0,2910000000.0
