,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,13000000.0,8000000.0,1000000.0
Change To Liabilities,-732000000.0,758000000.0,330000000.0,101000000.0,-78000000.0,-60000000.0,302000000.0,1000000.0
Total Cashflows From Investing Activities,-187000000.0,-138000000.0,-94000000.0,-134000000.0,-180000000.0,-156000000.0,-259000000.0,-465000000.0
Net Borrowings,-2091000000.0,-180000000.0,-11000000.0,-16000000.0,-4000000.0,-10000000.0,-23000000.0,2471000000.0
Total Cash From Financing Activities,120000000.0,-196000000.0,-31000000.0,-77000000.0,-26000000.0,-25000000.0,-63000000.0,2411000000.0
Change To Operating Activities,114000000.0,36000000.0,201000000.0,-184000000.0,44000000.0,91000000.0,-26000000.0,4000000.0
Net Income,-366000000.0,299000000.0,299000000.0,295000000.0,163000000.0,101000000.0,31000000.0,89000000.0
Change In Cash,-170000000.0,237000000.0,699000000.0,29000000.0,96000000.0,-185000000.0,346000000.0,1738000000.0
Repurchase Of Stock,-1000000.0,-45000000.0,-45000000.0,-45000000.0,-36000000.0,-36000000.0,-36000000.0,-36000000.0
Effect Of Exchange Rate,3000000.0,12000000.0,25000000.0,-12000000.0,5000000.0,-8000000.0,-1000000.0,-6000000.0
Total Cash From Operating Activities,-106000000.0,559000000.0,799000000.0,252000000.0,297000000.0,4000000.0,669000000.0,-202000000.0
Depreciation,180000000.0,192000000.0,202000000.0,193000000.0,197000000.0,193000000.0,188000000.0,191000000.0
Other Cashflows From Investing Activities,-2000000.0,-2000000.0,-2000000.0,-1000000.0,-8000000.0,-2000000.0,-6000000.0,-1000000.0
Dividends Paid,-16000000.0,-16000000.0,-16000000.0,-16000000.0,-16000000.0,-15000000.0,-16000000.0,-16000000.0
Change To Inventory,151000000.0,-14000000.0,-68000000.0,-228000000.0,-273000000.0,-318000000.0,109000000.0,-298000000.0
Change To Account Receivables,474000000.0,-785000000.0,-192000000.0,14000000.0,146000000.0,-61000000.0,-62000000.0,-270000000.0
Other Cashflows From Financing Activities,-18000000.0,-4000000.0,-4000000.0,-6000000.0,-6000000.0,-24000000.0,-24000000.0,-8000000.0
Change To Netincome,70000000.0,70000000.0,25000000.0,58000000.0,95000000.0,57000000.0,126000000.0,79000000.0
Capital Expenditures,-167000000.0,-117000000.0,-95000000.0,-134000000.0,-127000000.0,-169000000.0,-181000000.0,-247000000.0
Issuance Of Stock,1115000000.0,,,,,,,
