,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,1219000000.0,1380000000.0,1186000000.0,1091000000.0
Capital Surplus,1649000000.0,1639000000.0,1645000000.0,3897000000.0
Total Liab,8652000000.0,8810000000.0,9448000000.0,9422000000.0
Total Stockholder Equity,3299000000.0,3459000000.0,3819000000.0,7905000000.0
Minority Interest,218000000.0,211000000.0,192000000.0,195000000.0
Deferred Long Term Liab,8000000.0,70000000.0,82000000.0,97000000.0
Other Current Liab,599000000.0,361000000.0,420000000.0,383000000.0
Total Assets,12169000000.0,12480000000.0,13459000000.0,17522000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,40000000.0,26000000.0,603000000.0,115000000.0
Retained Earnings,2118000000.0,2511000000.0,2890000000.0,4550000000.0
Other Liab,980000000.0,1078000000.0,1094000000.0,1065000000.0
Good Will,1944000000.0,2524000000.0,2407000000.0,2580000000.0
Treasury Stock,-471000000.0,-694000000.0,-719000000.0,-545000000.0
Other Assets,414000000.0,449000000.0,618000000.0,581000000.0
Cash,1596000000.0,567000000.0,412000000.0,2821000000.0
Total Current Liabilities,3540000000.0,3694000000.0,4054000000.0,4046000000.0
Deferred Long Term Asset Charges,185000000.0,143000000.0,164000000.0,174000000.0
Short Long Term Debt,17000000.0,306000000.0,389000000.0,86000000.0
Other Stockholder Equity,-471000000.0,-694000000.0,-719000000.0,-545000000.0
Property Plant Equipment,2804000000.0,3179000000.0,3722000000.0,3681000000.0
Total Current Assets,5641000000.0,4777000000.0,5319000000.0,7465000000.0
Long Term Investments,147000000.0,171000000.0,207000000.0,2124000000.0
Net Tangible Assets,136000000.0,-445000000.0,226000000.0,4234000000.0
Net Receivables,2818000000.0,2835000000.0,2930000000.0,3185000000.0
Long Term Debt,4132000000.0,4038000000.0,3953000000.0,3997000000.0
Inventory,1083000000.0,1277000000.0,1286000000.0,1297000000.0
Accounts Payable,2227000000.0,2334000000.0,2463000000.0,2571000000.0
