,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-247727000.0,-116410000.0,239223000.0,-168483000.0,27869000.0,-34943000.0,-40656000.0,531100000.0,61100000.0
Change To Liabilities,56201000.0,-54347000.0,12614000.0,29037000.0,-22283000.0,77104000.0,-154884000.0,14600000.0,-41700000.0
Total Cashflows From Investing Activities,-253452000.0,-131452000.0,233562000.0,-175204000.0,10320000.0,-50209000.0,-54153000.0,524500000.0,54900000.0
Total Cash From Financing Activities,-154203000.0,-169598000.0,-173749000.0,-177313000.0,-183456000.0,-172549000.0,-185812000.0,-196400000.0,-351500000.0
Change To Operating Activities,-10174000.0,-961000.0,1893000.0,-6758000.0,-11844000.0,-1133000.0,5677000.0,8300000.0,-7200000.0
Net Income,152479000.0,170979000.0,157314000.0,150354000.0,147772000.0,156622000.0,330082000.0,157500000.0,167300000.0
Change In Cash,-191992000.0,-161001000.0,255492000.0,-154383000.0,-30790000.0,37071000.0,-33683000.0,535100000.0,-152300000.0
Repurchase Of Stock,-154203000.0,-173879000.0,-173749000.0,-185414000.0,-175785000.0,-175598000.0,-185790000.0,-204600000.0,-351500000.0
Effect Of Exchange Rate,351000.0,459000.0,458000.0,-202000.0,-162000.0,-236000.0,39000.0,-100000.0,-600000.0
Total Cash From Operating Activities,215312000.0,139590000.0,195221000.0,198336000.0,142508000.0,260065000.0,206243000.0,207100000.0,144900000.0
Depreciation,11609000.0,11622000.0,11889000.0,11574000.0,12003000.0,12032000.0,12331000.0,11900000.0,11900000.0
Change To Netincome,5197000.0,12297000.0,11511000.0,14129000.0,16860000.0,15440000.0,13037000.0,14800000.0,14600000.0
Capital Expenditures,-10878000.0,-15042000.0,-6462000.0,-6721000.0,-17549000.0,-15266000.0,-13497000.0,-6600000.0,-6200000.0
Issuance Of Stock,4281000.0,4281000.0,8101000.0,8101000.0,4303000.0,4303000.0,8200000.0,8200000.0,
Net Borrowings,,-7671000.0,-7671000.0,-7671000.0,-7671000.0,-1254000.0,-22000.0,,
