,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,17000000.0,-44000000.0,-25000000.0,-1000000.0,-10000000.0
Change To Liabilities,22000000.0,375000000.0,238000000.0,433000000.0,835000000.0
Total Cashflows From Investing Activities,-1190000000.0,-810000000.0,-1190000000.0,-796000000.0,-2103000000.0
Net Borrowings,2511000000.0,1015000000.0,747000000.0,342000000.0,70000000.0
Total Cash From Financing Activities,-72000000.0,-452000000.0,-276000000.0,-217000000.0,-1235000000.0
Change To Operating Activities,-54000000.0,-66000000.0,-92000000.0,-146000000.0,-15000000.0
Net Income,1277000000.0,259000000.0,191000000.0,279000000.0,966000000.0
Change In Cash,-239000000.0,-68000000.0,-54000000.0,977000000.0,-448000000.0
Repurchase Of Stock,-2620000000.0,-1405000000.0,-949000000.0,-447000000.0,-406000000.0
Effect Of Exchange Rate,53000000.0,-60000000.0,-5000000.0,31000000.0,-52000000.0
Total Cash From Operating Activities,970000000.0,1254000000.0,1417000000.0,1959000000.0,2942000000.0
Depreciation,877000000.0,962000000.0,1006000000.0,1020000000.0,1053000000.0
Other Cashflows From Investing Activities,4000000.0,2000000.0,5000000.0,-2000000.0,5000000.0
Change To Account Receivables,-141000000.0,-297000000.0,-122000000.0,255000000.0,-138000000.0
Other Cashflows From Financing Activities,-54000000.0,-77000000.0,-85000000.0,-112000000.0,-899000000.0
Change To Netincome,-1072000000.0,-51000000.0,-8000000.0,-84000000.0,15000000.0
Capital Expenditures,-369000000.0,-459000000.0,-582000000.0,-616000000.0,-640000000.0
Issuance Of Stock,91000000.0,15000000.0,11000000.0,,
