,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-09-30,2021-10-03,2022-01-02
Investments,-5614000000.0,-3524000000.0,706000000.0,-761000000.0,950000000.0,,-2223000000.0,-3354000000.0
Change To Liabilities,204000000.0,2200000000.0,5260000000.0,-2336000000.0,-1714000000.0,0.0,4232000000.0,2255000000.0
Total Cashflows From Investing Activities,-7522000000.0,-4819000000.0,-7903000000.0,-185000000.0,-419000000.0,,-2719000000.0,-5360000000.0
Net Borrowings,2709000000.0,7204000000.0,-2799000000.0,-1452000000.0,-189000000.0,,654000000.0,-3000000.0
Total Cash From Financing Activities,-357000000.0,4196000000.0,-5644000000.0,-5125000000.0,-3279000000.0,,-2207000000.0,-3436000000.0
Change To Operating Activities,-1819000000.0,475000000.0,-1558000000.0,1620000000.0,-1355000000.0,,-121000000.0,-3169000000.0
Issuance Of Stock,376000000.0,214000000.0,192000000.0,236000000.0,307000000.0,,265000000.0,228000000.0
Net Income,3626000000.0,3554000000.0,1738000000.0,6197000000.0,6278000000.0,3667000000.0,3667000000.0,4736000000.0
Change In Cash,-4356000000.0,7791000000.0,-4980000000.0,-1314000000.0,1661000000.0,,3272000000.0,-3117000000.0
Repurchase Of Stock,-706000000.0,-483000000.0,-321000000.0,-1438000000.0,-631000000.0,,-391000000.0,-996000000.0
Effect Of Exchange Rate,71000000.0,31000000.0,224000000.0,-78000000.0,45000000.0,,-92000000.0,-53000000.0
Total Cash From Operating Activities,3452000000.0,8383000000.0,8343000000.0,4074000000.0,5314000000.0,,8290000000.0,5732000000.0
Depreciation,1726000000.0,1818000000.0,1940000000.0,1894000000.0,1839000000.0,,1814000000.0,1843000000.0
Other Cashflows From Investing Activities,-1306000000.0,-571000000.0,-1117000000.0,650000000.0,-607000000.0,,239000000.0,-576000000.0
Dividends Paid,-2659000000.0,-2659000000.0,-2658000000.0,-2659000000.0,-2791000000.0,,-2791000000.0,-2791000000.0
Change To Inventory,-478000000.0,-147000000.0,519000000.0,-695000000.0,-123000000.0,,-360000000.0,-70000000.0
Change To Account Receivables,292000000.0,80000000.0,1214000000.0,-1604000000.0,38000000.0,,-252000000.0,-584000000.0
Other Cashflows From Financing Activities,-77000000.0,-80000000.0,-58000000.0,188000000.0,25000000.0,,56000000.0,126000000.0
Change To Netincome,-99000000.0,403000000.0,-770000000.0,-1002000000.0,351000000.0,,-690000000.0,721000000.0
Capital Expenditures,-662000000.0,-737000000.0,-1323000000.0,-677000000.0,-813000000.0,,-747000000.0,-1415000000.0
