,2017-12-31,2018-12-30,2019-12-29,2021-01-03,2022-01-02
Investments,21964000000.0,-1337000000.0,-533000000.0,-8952000000.0,
Change To Liabilities,2725000000.0,3951000000.0,4060000000.0,5141000000.0,0.0
Total Cashflows From Investing Activities,-14868000000.0,-3167000000.0,-6194000000.0,-20825000000.0,
Net Borrowings,6754000000.0,-3949000000.0,-2881000000.0,7095000000.0,
Total Cash From Financing Activities,-7673000000.0,-18510000000.0,-18015000000.0,-6120000000.0,
Change To Operating Activities,8568000000.0,-2119000000.0,371000000.0,-2960000000.0,
Issuance Of Stock,1062000000.0,949000000.0,954000000.0,1114000000.0,
Net Income,1300000000.0,15297000000.0,15119000000.0,14714000000.0,20878000000.0
Change In Cash,-1148000000.0,283000000.0,-802000000.0,-3320000000.0,
Repurchase Of Stock,-6358000000.0,-5868000000.0,-6746000000.0,-3221000000.0,
Effect Of Exchange Rate,337000000.0,-241000000.0,-9000000.0,89000000.0,
Total Cash From Operating Activities,21056000000.0,22201000000.0,23416000000.0,23536000000.0,
Depreciation,5642000000.0,6929000000.0,7009000000.0,7231000000.0,
Other Cashflows From Investing Activities,-234000000.0,-464000000.0,382000000.0,-1508000000.0,
Dividends Paid,-8943000000.0,-9494000000.0,-9917000000.0,-10481000000.0,
Change To Inventory,581000000.0,-644000000.0,-277000000.0,-265000000.0,
Change To Account Receivables,-633000000.0,-1185000000.0,-289000000.0,774000000.0,
Other Cashflows From Financing Activities,-188000000.0,-148000000.0,575000000.0,-627000000.0,
Change To Netincome,2873000000.0,-28000000.0,-2577000000.0,-1099000000.0,
Capital Expenditures,-3279000000.0,-3670000000.0,-3498000000.0,-3347000000.0,
