,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-09-30,2021-10-03,2022-01-02,2022-04-03,2022-07-03
Intangible Assets,47413000000.0,47006000000.0,53402000000.0,51110000000.0,50244000000.0,,47776000000.0,46392000000.0,44420000000.0,42408000000.0
Total Liab,95402000000.0,106220000000.0,111616000000.0,106723000000.0,106860000000.0,,108956000000.0,107995000000.0,103646000000.0,101367000000.0
Total Stockholder Equity,62978000000.0,64473000000.0,63278000000.0,65834000000.0,69580000000.0,69580000000.0,70272000000.0,74023000000.0,74709000000.0,76357000000.0
Other Current Liab,1632000000.0,1666000000.0,1392000000.0,1877000000.0,1200000000.0,,2161000000.0,1112000000.0,1708000000.0,1980000000.0
Total Assets,158380000000.0,170693000000.0,174894000000.0,172557000000.0,176440000000.0,,179228000000.0,182018000000.0,178355000000.0,177724000000.0
Common Stock,3120000000.0,3120000000.0,3120000000.0,3120000000.0,3120000000.0,,3120000000.0,3120000000.0,3120000000.0,3120000000.0
Retained Earnings,113898000000.0,114831000000.0,113890000000.0,116508000000.0,120154000000.0,,121092000000.0,123060000000.0,124380000000.0,126216000000.0
Other Liab,33568000000.0,34693000000.0,35388000000.0,35528000000.0,37829000000.0,,34265000000.0,31784000000.0,31405000000.0,28254000000.0
Good Will,33890000000.0,34307000000.0,36393000000.0,35688000000.0,35819000000.0,,35569000000.0,35246000000.0,34935000000.0,34166000000.0
Treasury Stock,-54040000000.0,-53478000000.0,-53732000000.0,-53794000000.0,-53694000000.0,,-53940000000.0,-52157000000.0,-52791000000.0,-52979000000.0
Other Assets,12099000000.0,12807000000.0,11903000000.0,13407000000.0,16298000000.0,,15064000000.0,17155000000.0,17991000000.0,17088000000.0
Cash,11174000000.0,18965000000.0,13985000000.0,12671000000.0,14332000000.0,,17604000000.0,14487000000.0,10463000000.0,10983000000.0
Total Current Liabilities,36772000000.0,38847000000.0,42493000000.0,40932000000.0,38721000000.0,,44561000000.0,45226000000.0,43390000000.0,44821000000.0
Deferred Long Term Asset Charges,7805000000.0,7816000000.0,8534000000.0,8321000000.0,10804000000.0,,10646000000.0,10223000000.0,9936000000.0,9514000000.0
Other Stockholder Equity,-15533000000.0,-14938000000.0,-15242000000.0,-15328000000.0,-15100000000.0,,-15415000000.0,-13058000000.0,-13757000000.0,-13843000000.0
Property Plant Equipment,17598000000.0,17855000000.0,19766000000.0,18367000000.0,18632000000.0,,18478000000.0,19862000000.0,18701000000.0,18354000000.0
Total Current Assets,45892000000.0,57578000000.0,51237000000.0,52533000000.0,53769000000.0,,59889000000.0,60979000000.0,60424000000.0,63847000000.0
Long Term Investments,1488000000.0,1140000000.0,2193000000.0,1452000000.0,1678000000.0,,2452000000.0,2384000000.0,1884000000.0,1861000000.0
Net Tangible Assets,-18325000000.0,-16840000000.0,-26517000000.0,-20964000000.0,-16483000000.0,-16483000000.0,-13073000000.0,-7615000000.0,-4646000000.0,-217000000.0
Short Term Investments,7961000000.0,11816000000.0,11200000000.0,11948000000.0,10974000000.0,,13397000000.0,17121000000.0,19925000000.0,21585000000.0
Net Receivables,14645000000.0,14579000000.0,13576000000.0,14938000000.0,14871000000.0,,14911000000.0,15283000000.0,15594000000.0,16139000000.0
Long Term Debt,25062000000.0,32680000000.0,32635000000.0,30263000000.0,30310000000.0,,30130000000.0,29985000000.0,28851000000.0,28292000000.0
Inventory,9424000000.0,9599000000.0,9344000000.0,9952000000.0,10100000000.0,,10387000000.0,10387000000.0,10990000000.0,11437000000.0
Accounts Payable,6765000000.0,7044000000.0,9505000000.0,8503000000.0,8704000000.0,,8961000000.0,11055000000.0,9309000000.0,9765000000.0
Short Long Term Debt,,,1799000000.0,,,,,2131000000.0,,
Other Current Assets,100000000.0,91000000.0,898000000.0,,,,510000000.0,,,
