,2017-12-31,2018-12-30,2019-12-29,2021-01-03,2022-01-02
Intangible Assets,53228000000.0,47611000000.0,47643000000.0,53402000000.0,
Total Liab,97143000000.0,93202000000.0,98257000000.0,111616000000.0,
Total Stockholder Equity,60160000000.0,59752000000.0,59471000000.0,63278000000.0,70272000000.0
Other Current Liab,1854000000.0,818000000.0,2266000000.0,1392000000.0,
Total Assets,157303000000.0,152954000000.0,157728000000.0,174894000000.0,
Common Stock,3120000000.0,3120000000.0,3120000000.0,3120000000.0,
Other Current Assets,456000000.0,1483000000.0,326000000.0,898000000.0,
Retained Earnings,101793000000.0,106216000000.0,110659000000.0,113890000000.0,
Other Liab,35922000000.0,34285000000.0,34799000000.0,35388000000.0,
Good Will,31906000000.0,30453000000.0,33639000000.0,36393000000.0,
Treasury Stock,-44753000000.0,-49584000000.0,-54308000000.0,-53732000000.0,
Other Assets,11318000000.0,11305000000.0,10627000000.0,11903000000.0,
Cash,17824000000.0,18107000000.0,17305000000.0,13985000000.0,
Total Current Liabilities,30537000000.0,31230000000.0,35964000000.0,42493000000.0,
Deferred Long Term Asset Charges,7105000000.0,7640000000.0,7819000000.0,8534000000.0,
Short Long Term Debt,1499000000.0,2636000000.0,1100000000.0,1799000000.0,
Other Stockholder Equity,-13199000000.0,-15222000000.0,-15891000000.0,-15242000000.0,
Property Plant Equipment,17005000000.0,17035000000.0,18658000000.0,19766000000.0,
Total Current Assets,43088000000.0,46033000000.0,45274000000.0,51237000000.0,
Long Term Investments,758000000.0,517000000.0,1887000000.0,2193000000.0,
Net Tangible Assets,-24974000000.0,-18312000000.0,-21811000000.0,-26517000000.0,-13073000000.0
Short Term Investments,472000000.0,1580000000.0,1982000000.0,11200000000.0,
Net Receivables,13490000000.0,14098000000.0,14481000000.0,13576000000.0,
Long Term Debt,30684000000.0,27687000000.0,26494000000.0,32635000000.0,
Inventory,8765000000.0,8599000000.0,9020000000.0,9344000000.0,
Accounts Payable,7310000000.0,7537000000.0,8544000000.0,9505000000.0,
