,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,5212000000.0,5275000000.0,1962000000.0,5249000000.0,5266000000.0,5705000000.0
Total Liab,24945000000.0,25369000000.0,29623000000.0,30535000000.0,29284000000.0,30083000000.0
Total Stockholder Equity,19293000000.0,19322000000.0,20000000000.0,20841000000.0,21582000000.0,21969000000.0
Minority Interest,103000000.0,104000000.0,96000000.0,102000000.0,92000000.0,246000000.0
Other Current Liab,7307000000.0,8409000000.0,9696000000.0,9891000000.0,10466000000.0,11061000000.0
Total Assets,44341000000.0,44795000000.0,49719000000.0,51478000000.0,50958000000.0,52298000000.0
Common Stock,2705000000.0,2760000000.0,2824000000.0,2858000000.0,2941000000.0,2964000000.0
Other Current Assets,6363000000.0,7534000000.0,9572000000.0,9692000000.0,10046000000.0,10537000000.0
Retained Earnings,19293000000.0,19311000000.0,19780000000.0,20261000000.0,20762000000.0,21081000000.0
Other Liab,2658000000.0,2678000000.0,2693000000.0,2756000000.0,2756000000.0,2709000000.0
Treasury Stock,-2705000000.0,-2749000000.0,-2604000000.0,-2278000000.0,-2121000000.0,-2076000000.0
Other Assets,946000000.0,1067000000.0,1054000000.0,1077000000.0,1159000000.0,1302000000.0
Cash,1203000000.0,948000000.0,666000000.0,694000000.0,869000000.0,1083000000.0
Total Current Liabilities,12809000000.0,13907000000.0,18182000000.0,18512000000.0,17296000000.0,18576000000.0
Short Long Term Debt,56000000.0,36000000.0,17000000.0,2000000.0,1000000.0,582000000.0
Other Stockholder Equity,-2705000000.0,-2749000000.0,-2604000000.0,-2278000000.0,-2121000000.0,-2076000000.0
Property Plant Equipment,10933000000.0,10916000000.0,11053000000.0,10870000000.0,10916000000.0,10853000000.0
Total Current Assets,22011000000.0,22766000000.0,27286000000.0,29284000000.0,28504000000.0,29290000000.0
Long Term Investments,5239000000.0,4771000000.0,4913000000.0,4998000000.0,5113000000.0,5148000000.0
Net Tangible Assets,14081000000.0,14047000000.0,14587000000.0,15592000000.0,16316000000.0,16264000000.0
Net Receivables,6472000000.0,5182000000.0,4984000000.0,5634000000.0,5693000000.0,6118000000.0
Long Term Debt,8632000000.0,7922000000.0,7885000000.0,8437000000.0,8432000000.0,8039000000.0
Inventory,7626000000.0,8762000000.0,11713000000.0,12764000000.0,11446000000.0,11169000000.0
Accounts Payable,2897000000.0,3347000000.0,4474000000.0,4011000000.0,3441000000.0,4617000000.0
Good Will,,,3451000000.0,,,
