,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1544000000.0,1545000000.0,2091000000.0,1962000000.0,2565000000.0
Total Liab,21588000000.0,21788000000.0,24714000000.0,29623000000.0,33369000000.0
Total Stockholder Equity,18313000000.0,18981000000.0,19208000000.0,20000000000.0,22477000000.0
Minority Interest,62000000.0,64000000.0,75000000.0,96000000.0,290000000.0
Other Current Liab,6207000000.0,5870000000.0,6397000000.0,9696000000.0,11628000000.0
Total Assets,39963000000.0,40833000000.0,43997000000.0,49719000000.0,56136000000.0
Common Stock,2398000000.0,2560000000.0,2655000000.0,2824000000.0,2994000000.0
Other Current Assets,5647000000.0,5371000000.0,5352000000.0,9572000000.0,10298000000.0
Retained Earnings,17552000000.0,18527000000.0,18958000000.0,19780000000.0,21655000000.0
Other Liab,2395000000.0,2314000000.0,2527000000.0,2693000000.0,2645000000.0
Good Will,2374000000.0,2496000000.0,3385000000.0,3451000000.0,4182000000.0
Treasury Stock,-1637000000.0,-2106000000.0,-2405000000.0,-2604000000.0,-2172000000.0
Other Assets,802000000.0,934000000.0,965000000.0,1054000000.0,1072000000.0
Cash,804000000.0,1997000000.0,852000000.0,666000000.0,943000000.0
Total Current Liabilities,12570000000.0,11776000000.0,13734000000.0,18182000000.0,21948000000.0
Short Long Term Debt,13000000.0,602000000.0,50000000.0,17000000.0,570000000.0
Other Stockholder Equity,-1637000000.0,-2106000000.0,-2405000000.0,-2604000000.0,-2172000000.0
Property Plant Equipment,10138000000.0,9953000000.0,11077000000.0,11053000000.0,10826000000.0
Total Current Assets,19925000000.0,20588000000.0,21347000000.0,27286000000.0,31909000000.0
Long Term Investments,5180000000.0,5317000000.0,5132000000.0,4913000000.0,5582000000.0
Net Tangible Assets,14395000000.0,14940000000.0,13732000000.0,14587000000.0,15730000000.0
Net Receivables,4069000000.0,4223000000.0,5652000000.0,4984000000.0,5771000000.0
Long Term Debt,6623000000.0,7698000000.0,7672000000.0,7885000000.0,8011000000.0
Inventory,9173000000.0,8813000000.0,9170000000.0,11713000000.0,14481000000.0
Accounts Payable,3894000000.0,3545000000.0,3746000000.0,4474000000.0,6388000000.0
