,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,75747000.0,-85326000.0,-98065000.0,-10134000.0,-19064000.0,7884000.0,-173543000.0
Change To Liabilities,-3739000.0,-4350000.0,1831000.0,14060000.0,-5040000.0,-1428000.0,4668000.0
Total Cashflows From Investing Activities,13756000.0,-95070000.0,-105787000.0,-36243000.0,-109055000.0,660000.0,-180021000.0
Total Cash From Financing Activities,-20157000.0,5446000.0,1279000.0,5365000.0,-7470000.0,6684000.0,-6161000.0
Change To Operating Activities,-19099000.0,-1145000.0,3183000.0,1397000.0,-24734000.0,-11156000.0,17427000.0
Issuance Of Stock,1010000.0,6523000.0,1521000.0,5500000.0,2120000.0,9223000.0,440000.0
Net Income,44588000.0,62213000.0,61868000.0,56856000.0,-26525000.0,56953000.0,45752000.0
Change In Cash,22486000.0,-12586000.0,-21223000.0,51692000.0,-57256000.0,66428000.0,-97627000.0
Repurchase Of Stock,-21167000.0,-1077000.0,-242000.0,-135000.0,-9590000.0,-2539000.0,-4267000.0
Effect Of Exchange Rate,-2872000.0,-171000.0,4150000.0,-3905000.0,3910000.0,-1488000.0,-1932000.0
Total Cash From Operating Activities,31759000.0,77209000.0,79135000.0,86475000.0,55359000.0,60572000.0,90487000.0
Depreciation,5480000.0,5657000.0,5834000.0,6376000.0,6907000.0,6966000.0,6926000.0
Change To Inventory,-211000.0,6282000.0,525000.0,-4061000.0,-5770000.0,-5903000.0,-7896000.0
Change To Account Receivables,3014000.0,1753000.0,-11692000.0,-5134000.0,8763000.0,-1319000.0,218000.0
Other Cashflows From Financing Activities,,,,-2334000.0,-2334000.0,-2334000.0,-2334000.0
Change To Netincome,1726000.0,6799000.0,17286000.0,16531000.0,101758000.0,16459000.0,23392000.0
Capital Expenditures,-10044000.0,-9508000.0,-7722000.0,-26109000.0,-7170000.0,-7224000.0,-6478000.0
