,2018-03-31,2019-03-31,2020-03-31,2021-03-31,2022-03-31
Intangible Assets,,4336000.0,7664000.0,31573000.0,39518000.0
Capital Surplus,619905000.0,690507000.0,739133000.0,800690000.0,870074000.0
Total Liab,96851000.0,117456000.0,150996000.0,164684000.0,170067000.0
Total Stockholder Equity,689524000.0,936890000.0,1065466000.0,1329675000.0,1503326000.0
Deferred Long Term Liab,16705000.0,15208000.0,14913000.0,15900000.0,15068000.0
Other Current Liab,16051000.0,17665000.0,22151000.0,27675000.0,26362000.0
Total Assets,786375000.0,1054346000.0,1216462000.0,1494359000.0,1673393000.0
Common Stock,444000.0,451000.0,451000.0,453000.0,455000.0
Retained Earnings,140457000.0,399473000.0,602482000.0,828007000.0,964512000.0
Other Liab,12169000.0,11458000.0,10562000.0,27760000.0,22291000.0
Good Will,35808000.0,32601000.0,31969000.0,78568000.0,76786000.0
Treasury Stock,-71282000.0,-153541000.0,-276600000.0,-299475000.0,-331715000.0
Other Assets,89027000.0,92710000.0,58249000.0,27280000.0,158037000.0
Cash,42975000.0,121021000.0,192341000.0,232710000.0,132818000.0
Total Current Liabilities,84682000.0,105998000.0,131885000.0,128969000.0,138457000.0
Deferred Long Term Asset Charges,70746000.0,77502000.0,43336000.0,11380000.0,10552000.0
Other Stockholder Equity,-4204000.0,-14689000.0,-11189000.0,-11445000.0,-27160000.0
Property Plant Equipment,117167000.0,145005000.0,176691000.0,203238000.0,202490000.0
Total Current Assets,494271000.0,677197000.0,635863000.0,787965000.0,976473000.0
Long Term Investments,50102000.0,102497000.0,306026000.0,365735000.0,220089000.0
Net Tangible Assets,653716000.0,899953000.0,1025833000.0,1219534000.0,1387022000.0
Short Term Investments,319274000.0,370677000.0,250775000.0,350985000.0,625789000.0
Net Receivables,70010000.0,90809000.0,84650000.0,97179000.0,90608000.0
Long Term Debt,,,,4298000.0,9319000.0
Inventory,50204000.0,80942000.0,90088000.0,81059000.0,93981000.0
Accounts Payable,23565000.0,32185000.0,32774000.0,34842000.0,35346000.0
