,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,133000000.0,127000000.0,122000000.0,2050000000.0,2044000000.0
Capital Surplus,164000000.0,232000000.0,305000000.0,391000000.0,494000000.0
Total Liab,7286000000.0,7161000000.0,8662000000.0,11058000000.0,10150000000.0
Total Stockholder Equity,3460000000.0,3751000000.0,4331000000.0,2988000000.0,3801000000.0
Other Current Liab,1441000000.0,1493000000.0,1650000000.0,1860000000.0,2128000000.0
Total Assets,10746000000.0,10912000000.0,12993000000.0,14046000000.0,13951000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,19000000.0,2000000.0,8000000.0,11000000.0,71000000.0
Retained Earnings,4193000000.0,4534000000.0,5133000000.0,3764000000.0,4242000000.0
Other Liab,2333000000.0,2598000000.0,2753000000.0,3125000000.0,2704000000.0
Treasury Stock,-898000000.0,-1016000000.0,-1108000000.0,-1168000000.0,-936000000.0
Other Assets,720000000.0,706000000.0,809000000.0,962000000.0,780000000.0
Cash,194000000.0,105000000.0,221000000.0,1370000000.0,470000000.0
Total Current Liabilities,2686000000.0,2942000000.0,3201000000.0,4293000000.0,3991000000.0
Short Long Term Debt,310000000.0,489000000.0,240000000.0,1148000000.0,372000000.0
Other Stockholder Equity,-380000000.0,-448000000.0,-465000000.0,-494000000.0,-262000000.0
Property Plant Equipment,5790000000.0,6342000000.0,8080000000.0,7028000000.0,7207000000.0
Total Current Assets,2152000000.0,1787000000.0,2037000000.0,4006000000.0,3920000000.0
Net Tangible Assets,1384000000.0,1681000000.0,2266000000.0,938000000.0,1757000000.0
Short Term Investments,1427000000.0,1131000000.0,1300000000.0,1976000000.0,2646000000.0
Net Receivables,341000000.0,366000000.0,323000000.0,480000000.0,546000000.0
Long Term Debt,2267000000.0,1621000000.0,1269000000.0,2372000000.0,2176000000.0
Inventory,57000000.0,60000000.0,72000000.0,57000000.0,62000000.0
Accounts Payable,120000000.0,132000000.0,146000000.0,108000000.0,200000000.0
Good Will,1943000000.0,1943000000.0,1943000000.0,,
Long Term Investments,8000000.0,7000000.0,2000000.0,,
