,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31
Investments,-1325000000.0,-887000000.0,243000000.0,-451000000.0,3515000000.0,-775000000.0
Change To Liabilities,228000000.0,-724000000.0,5780000000.0,-2544000000.0,332000000.0,-1504000000.0
Total Cashflows From Investing Activities,-2593000000.0,-1035000000.0,94000000.0,-1047000000.0,-11054000000.0,-976000000.0
Net Borrowings,-25000000.0,-13000000.0,-40000000.0,-50000000.0,8065000000.0,-1400000000.0
Total Cash From Financing Activities,441000000.0,368000000.0,176000000.0,165000000.0,8440000000.0,-970000000.0
Change To Operating Activities,-867000000.0,-617000000.0,-885000000.0,-588000000.0,-836000000.0,-407000000.0
Issuance Of Stock,466000000.0,381000000.0,216000000.0,225000000.0,375000000.0,430000000.0
Net Income,2625000000.0,1081000000.0,267000000.0,469000000.0,535000000.0,468000000.0
Change In Cash,-1720000000.0,-328000000.0,2471000000.0,2349000000.0,-2245000000.0,-1546000000.0
Effect Of Exchange Rate,3000000.0,27000000.0,27000000.0,3000000.0,-17000000.0,-4000000.0
Total Cash From Operating Activities,429000000.0,339000000.0,2174000000.0,3228000000.0,386000000.0,404000000.0
Depreciation,483000000.0,670000000.0,1185000000.0,517000000.0,719000000.0,963000000.0
Change To Account Receivables,-349000000.0,128000000.0,-4429000000.0,4616000000.0,-812000000.0,91000000.0
Other Cashflows From Financing Activities,-10000000.0,-10000000.0,-10000000.0,-10000000.0,,
Change To Netincome,-2107000000.0,-470000000.0,282000000.0,276000000.0,114000000.0,449000000.0
Capital Expenditures,-114000000.0,-124000000.0,-149000000.0,-171000000.0,-213000000.0,-166000000.0
