,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,163857000.0,155826000.0,153367000.0,221000000.0,310000000.0,302000000.0,287000000.0
Capital Surplus,2712090000.0,2872335000.0,2973797000.0,3133000000.0,3298000000.0,3516000000.0,3665000000.0
Total Liab,4042503000.0,5031743000.0,5880576000.0,5785000000.0,5912000000.0,5944000000.0,7103000000.0
Total Stockholder Equity,2478806000.0,2673716000.0,2834481000.0,3037000000.0,3275000000.0,3534000000.0,3695000000.0
Deferred Long Term Liab,355684000.0,374438000.0,444068000.0,471000000.0,494000000.0,524000000.0,623000000.0
Other Current Liab,2254075000.0,2277808000.0,3167157000.0,2996000000.0,3026000000.0,2950000000.0,4121000000.0
Total Assets,6521309000.0,7705459000.0,8715057000.0,8822000000.0,9187000000.0,9478000000.0,10798000000.0
Other Current Assets,200821000.0,207013000.0,239101000.0,249000000.0,272000000.0,275000000.0,309000000.0
Retained Earnings,-263247000.0,-250389000.0,-233741000.0,-152000000.0,-93000000.0,-30000000.0,-4000000.0
Other Liab,61010000.0,60602000.0,80500000.0,90000000.0,94000000.0,100000000.0,114000000.0
Good Will,211416000.0,231949000.0,240764000.0,361000000.0,793000000.0,770000000.0,777000000.0
Treasury Stock,29772000.0,51575000.0,94229000.0,56000000.0,70000000.0,48000000.0,34000000.0
Other Assets,994634000.0,1042119000.0,1189219000.0,1183000000.0,1267000000.0,1324000000.0,1428000000.0
Cash,837309000.0,1348294000.0,1676794000.0,1821000000.0,1362000000.0,1400000000.0,1728000000.0
Total Current Liabilities,2848871000.0,2835947000.0,3737144000.0,3664000000.0,3908000000.0,3792000000.0,4949000000.0
Deferred Long Term Asset Charges,594155000.0,620890000.0,673111000.0,643000000.0,665000000.0,694000000.0,692000000.0
Short Long Term Debt,,,,,99000000.0,93000000.0,92000000.0
Other Stockholder Equity,29772000.0,51575000.0,94229000.0,56000000.0,70000000.0,48000000.0,34000000.0
Property Plant Equipment,1010473000.0,1021733000.0,1113859000.0,1148000000.0,1198000000.0,1346000000.0,1357000000.0
Total Current Assets,3337122000.0,3966881000.0,4521842000.0,4524000000.0,4225000000.0,4288000000.0,5220000000.0
Long Term Investments,803807000.0,1286951000.0,1496006000.0,1385000000.0,1394000000.0,1448000000.0,1729000000.0
Net Tangible Assets,2103533000.0,2285941000.0,2440350000.0,2455000000.0,2172000000.0,2462000000.0,2631000000.0
Short Term Investments,1505362000.0,1603317000.0,1415242000.0,1635000000.0,1622000000.0,1631000000.0,1576000000.0
Net Receivables,641992000.0,644055000.0,1022415000.0,645000000.0,781000000.0,776000000.0,1402000000.0
Long Term Debt,696123000.0,1705533000.0,1640153000.0,1611000000.0,1483000000.0,1484000000.0,1484000000.0
Accounts Payable,85757000.0,51456000.0,34236000.0,109000000.0,98000000.0,64000000.0,89000000.0
Common Stock,191000.0,195000.0,196000.0,,,,
