,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-668565000.0,-61120000.0,-403000000.0,-969000000.0,-437000000.0
Change To Liabilities,363738000.0,464099000.0,558000000.0,677000000.0,1015000000.0
Total Cashflows From Investing Activities,-883948000.0,-347422000.0,-725000000.0,-1507000000.0,-1607000000.0
Net Borrowings,767209000.0,-430578000.0,-146000000.0,-146000000.0,-61000000.0
Total Cash From Financing Activities,538892000.0,-607428000.0,-302000000.0,597000000.0,-506000000.0
Change To Operating Activities,-158008000.0,-177197000.0,-220000000.0,-245000000.0,-556000000.0
Issuance Of Stock,82567000.0,104160000.0,108000000.0,146000000.0,167000000.0
Net Income,-116846000.0,-26704000.0,627000000.0,119000000.0,230000000.0
Change In Cash,325897000.0,-159291000.0,209000000.0,901000000.0,53000000.0
Repurchase Of Stock,-236938000.0,-281010000.0,-410000000.0,-509000000.0,-612000000.0
Effect Of Exchange Rate,28013000.0,-15530000.0,25000000.0,25000000.0,-25000000.0
Total Cash From Operating Activities,642940000.0,811089000.0,1236000000.0,1786000000.0,2191000000.0
Depreciation,113875000.0,149604000.0,252000000.0,336000000.0,472000000.0
Other Cashflows From Investing Activities,23435000.0,23000000.0,23000000.0,1000000.0,14000000.0
Change To Account Receivables,-99693000.0,-146148000.0,-260000000.0,-152000000.0,-401000000.0
Change To Netincome,387375000.0,351344000.0,78000000.0,809000000.0,1130000000.0
Capital Expenditures,-150510000.0,-224462000.0,-265000000.0,-419000000.0,-392000000.0
Other Cashflows From Financing Activities,-73946000.0,1106000000.0,1106000000.0,1106000000.0,
