,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,237000000.0,26000000.0,94000000.0,-140000000.0,-298000000.0,-299000000.0,-178000000.0
Change To Liabilities,19000000.0,-75000000.0,127000000.0,76000000.0,-93000000.0,-97000000.0,98000000.0
Total Cashflows From Investing Activities,-259000000.0,-658000000.0,-49000000.0,-538000000.0,-721000000.0,-407000000.0,-498000000.0
Net Borrowings,-12000000.0,-12000000.0,-1753000000.0,-15000000.0,-13000000.0,-12000000.0,-13000000.0
Total Cash From Financing Activities,-171000000.0,-347000000.0,-2626000000.0,-340000000.0,-428000000.0,-239000000.0,-196000000.0
Change To Operating Activities,363000000.0,19000000.0,295000000.0,-594000000.0,63000000.0,356000000.0,110000000.0
Issuance Of Stock,36000000.0,33000000.0,33000000.0,43000000.0,32000000.0,29000000.0,26000000.0
Net Income,361000000.0,348000000.0,316000000.0,505000000.0,512000000.0,544000000.0,576000000.0
Change In Cash,536000000.0,14000000.0,-1756000000.0,-707000000.0,-605000000.0,296000000.0,128000000.0
Repurchase Of Stock,-74000000.0,-248000000.0,-788000000.0,-240000000.0,-320000000.0,-129000000.0,-82000000.0
Effect Of Exchange Rate,-13000000.0,94000000.0,21000000.0,-10000000.0,3000000.0,-6000000.0,-3000000.0
Total Cash From Operating Activities,979000000.0,925000000.0,898000000.0,181000000.0,541000000.0,948000000.0,825000000.0
Depreciation,136000000.0,138000000.0,122000000.0,141000000.0,145000000.0,144000000.0,111000000.0
Dividends Paid,-121000000.0,-120000000.0,-118000000.0,-128000000.0,-127000000.0,-127000000.0,-127000000.0
Change To Account Receivables,65000000.0,134000000.0,52000000.0,-131000000.0,-148000000.0,-92000000.0,-36000000.0
Change To Netincome,35000000.0,361000000.0,-44000000.0,184000000.0,62000000.0,93000000.0,-67000000.0
Capital Expenditures,-93000000.0,-104000000.0,-89000000.0,-88000000.0,-75000000.0,-51000000.0,-65000000.0
