,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,981000000.0,1150000000.0,1041000000.0,1046000000.0,1218000000.0
Capital Surplus,49000000.0,47000000.0,33000000.0,32000000.0,27000000.0
Total Liab,4552000000.0,4422000000.0,5182000000.0,6087000000.0,5861000000.0
Total Stockholder Equity,10669000000.0,11424000000.0,11022000000.0,10836000000.0,11991000000.0
Deferred Long Term Liab,303000000.0,400000000.0,485000000.0,467000000.0,394000000.0
Other Current Liab,761000000.0,842000000.0,842000000.0,875000000.0,864000000.0
Total Assets,15221000000.0,15846000000.0,16204000000.0,16923000000.0,17852000000.0
Common Stock,6000000.0,6000000.0,5000000.0,5000000.0,5000000.0
Other Current Assets,527000000.0,1027000000.0,991000000.0,725000000.0,756000000.0
Retained Earnings,10544000000.0,11485000000.0,11022000000.0,10689000000.0,11922000000.0
Other Liab,1015000000.0,976000000.0,739000000.0,1027000000.0,918000000.0
Good Will,2704000000.0,3481000000.0,3979000000.0,5031000000.0,5620000000.0
Treasury Stock,70000000.0,-114000000.0,-38000000.0,110000000.0,37000000.0
Other Assets,866000000.0,1131000000.0,1321000000.0,1696000000.0,1502000000.0
Cash,1925000000.0,1161000000.0,2645000000.0,2680000000.0,1792000000.0
Total Current Liabilities,2839000000.0,2710000000.0,2983000000.0,3540000000.0,3529000000.0
Deferred Long Term Asset Charges,418000000.0,442000000.0,585000000.0,445000000.0,404000000.0
Short Long Term Debt,100000000.0,9000000.0,38000000.0,38000000.0,38000000.0
Other Stockholder Equity,70000000.0,-114000000.0,-38000000.0,110000000.0,37000000.0
Property Plant Equipment,1324000000.0,1394000000.0,2235000000.0,2264000000.0,2104000000.0
Total Current Assets,9111000000.0,8610000000.0,7611000000.0,6851000000.0,7342000000.0
Long Term Investments,235000000.0,80000000.0,17000000.0,35000000.0,66000000.0
Net Tangible Assets,6984000000.0,6793000000.0,6002000000.0,4759000000.0,5153000000.0
Short Term Investments,3131000000.0,2927000000.0,365000000.0,44000000.0,927000000.0
Net Receivables,3528000000.0,3495000000.0,3610000000.0,3402000000.0,3867000000.0
Long Term Debt,698000000.0,736000000.0,700000000.0,663000000.0,626000000.0
Accounts Payable,210000000.0,215000000.0,239000000.0,389000000.0,361000000.0
