,2020-06-27,2020-09-26,2020-12-26,2021-03-27
Investments,-6963000000.0,2604000000.0,-2427000000.0,1435000000.0
Change To Liabilities,17000000.0,217000000.0,-33000000.0,-1263000000.0
Total Cashflows From Investing Activities,-10610000000.0,-766000000.0,-5684000000.0,-2547000000.0
Total Cash From Financing Activities,-3191000000.0,-12793000000.0,-1697000000.0,-3674000000.0
Change To Operating Activities,959000000.0,832000000.0,916000000.0,-1924000000.0
Issuance Of Stock,9000000.0,385000000.0,565000000.0,565000000.0
Net Income,5105000000.0,4276000000.0,5857000000.0,3361000000.0
Change In Cash,-2644000000.0,-5380000000.0,2509000000.0,-673000000.0
Repurchase Of Stock,-8000000000.0,-8000000000.0,-2000000000.0,-2301000000.0
Total Cash From Operating Activities,11157000000.0,8179000000.0,9890000000.0,5548000000.0
Depreciation,3063000000.0,3123000000.0,3003000000.0,2902000000.0
Other Cashflows From Investing Activities,-239000000.0,346000000.0,1518000000.0,406000000.0
Dividends Paid,-1403000000.0,-1404000000.0,-1353000000.0,-1411000000.0
Change To Inventory,277000000.0,-299000000.0,-117000000.0,180000000.0
Change To Account Receivables,1020000000.0,301000000.0,358000000.0,-426000000.0
Other Cashflows From Financing Activities,-97000000.0,-2024000000.0,1656000000.0,-527000000.0
Change To Netincome,266000000.0,439000000.0,-1221000000.0,2335000000.0
Capital Expenditures,-3408000000.0,-3716000000.0,-4061000000.0,-4388000000.0
Net Borrowings,-1700000000.0,-1750000000.0,,
