,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-3285600000.0,-4181800000.0,-5164600000.0,-3916400000.0,-3037200000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-4052800000.0,-5702500000.0,-7688500000.0,-5025800000.0,-5658100000.0
Net Borrowings,-69200000.0,88000000.0,530200000.0,530500000.0,8400000.0
Total Cash From Financing Activities,-384000000.0,1052700000.0,1733700000.0,1621100000.0,1921500000.0
Change To Operating Activities,2958500000.0,3343900000.0,4022000000.0,1657300000.0,1315800000.0
Issuance Of Stock,162500000.0,64000000.0,37700000.0,42800000.0,86700000.0
Net Income,2310400000.0,1546500000.0,1394200000.0,1395800000.0,1710600000.0
Change In Cash,-248800000.0,506700000.0,-461600000.0,333900000.0,-517800000.0
Repurchase Of Stock,-220400000.0,-671600000.0,-281000000.0,-307000000.0,-937200000.0
Total Cash From Operating Activities,4188000000.0,5156500000.0,5493200000.0,3738600000.0,3218800000.0
Depreciation,195700000.0,205100000.0,226800000.0,251900000.0,275300000.0
Dividends Paid,-540000000.0,-598600000.0,-606000000.0,-614500000.0,-654100000.0
Change To Account Receivables,-114200000.0,37800000.0,-247600000.0,16400000.0,-100900000.0
Other Cashflows From Financing Activities,283100000.0,2170900000.0,2052800000.0,1969300000.0,3417700000.0
Change To Netincome,-900400000.0,-395100000.0,-431000000.0,-582400000.0,-559900000.0
Capital Expenditures,-164800000.0,-92300000.0,-132400000.0,-108800000.0,-129900000.0
