,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,-1204800000.0,-1161000000.0,-941200000.0,-136600000.0,435000000.0,-777700000.0,-2557900000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1308400000.0,-1418800000.0,-1385900000.0,-1019200000.0,76400000.0,-1924500000.0,-2790800000.0
Net Borrowings,458800000.0,112300000.0,-700000.0,-200000.0,-700000.0,-300000.0,9600000.0
Total Cash From Financing Activities,519100000.0,760800000.0,50800000.0,32100000.0,-655300000.0,1679100000.0,865600000.0
Change To Operating Activities,1657300000.0,1657300000.0,1657300000.0,1315800000.0,1315800000.0,1315800000.0,1315800000.0
Issuance Of Stock,14100000.0,11500000.0,8200000.0,17300000.0,25600000.0,14400000.0,29400000.0
Net Income,398300000.0,236000000.0,472600000.0,517100000.0,361800000.0,359900000.0,471800000.0
Change In Cash,-332300000.0,406300000.0,-706900000.0,-846300000.0,413900000.0,728000000.0,-813400000.0
Repurchase Of Stock,-200000.0,-200000.0,-75000000.0,-115500000.0,-266100000.0,-203500000.0,-352100000.0
Total Cash From Operating Activities,457000000.0,1064300000.0,628200000.0,140800000.0,992800000.0,973400000.0,1111800000.0
Depreciation,251900000.0,251900000.0,251900000.0,275300000.0,275300000.0,275300000.0,275300000.0
Dividends Paid,-153500000.0,-153700000.0,-153700000.0,-152200000.0,-165200000.0,-168200000.0,-168500000.0
Change To Account Receivables,16400000.0,16400000.0,16400000.0,-100900000.0,-100900000.0,-100900000.0,-100900000.0
Other Cashflows From Financing Activities,199700000.0,790900000.0,272000000.0,282700000.0,-248900000.0,2036700000.0,1347200000.0
Change To Netincome,58700000.0,828300000.0,-2769600000.0,-376300000.0,631000000.0,613500000.0,-1428100000.0
Capital Expenditures,-28400000.0,-36500000.0,-25900000.0,-22900000.0,-22900000.0,-63100000.0,-21000000.0
