,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,5197000000.0,5093900000.0,5132700000.0,5311600000.0,5258500000.0,5326300000.0,5358100000.0,5703700000.0
Capital Surplus,10259600000.0,10291200000.0,10321600000.0,10351800000.0,10399700000.0,10436500000.0,10495000000.0,10402400000.0
Total Liab,255725700000.0,262485200000.0,279754800000.0,279908800000.0,285543400000.0,282435900000.0,288198900000.0,279279000000.0
Total Stockholder Equity,15243100000.0,15650900000.0,16558900000.0,15405500000.0,16233100000.0,16070700000.0,16069400000.0,11897600000.0
Minority Interest,340600000.0,348700000.0,314000000.0,320300000.0,389000000.0,401800000.0,388900000.0,361900000.0
Deferred Long Term Liab,148600000.0,156500000.0,173000000.0,178800000.0,187000000.0,187200000.0,193100000.0,201800000.0
Other Current Liab,137000000.0,108800000.0,341400000.0,154000000.0,148800000.0,167400000.0,209500000.0,163800000.0
Total Assets,271309400000.0,278484800000.0,296627700000.0,295634600000.0,302165500000.0,298908400000.0,304657200000.0,291538500000.0
Common Stock,4800000.0,4800000.0,4800000.0,4800000.0,4800000.0,4800000.0,4800000.0,4900000.0
Other Current Assets,825200000.0,826700000.0,1776700000.0,859300000.0,810800000.0,821000000.0,1995800000.0,857400000.0
Retained Earnings,11441400000.0,11521400000.0,11838000000.0,12199200000.0,12395000000.0,12583900000.0,12884500000.0,13090800000.0
Other Liab,248844300000.0,255473900000.0,272172300000.0,272786900000.0,278404300000.0,275203900000.0,280633300000.0,271650300000.0
Good Will,1630900000.0,1653300000.0,1711000000.0,1701200000.0,1699800000.0,1648400000.0,1627600000.0,1661300000.0
Treasury Stock,-6462700000.0,-6166500000.0,-5605500000.0,-7150300000.0,-6566400000.0,-6954500000.0,-7314900000.0,-11600500000.0
Other Assets,176510000000.0,181330300000.0,198017200000.0,199153000000.0,204541900000.0,200541300000.0,206380500000.0,197565400000.0
Cash,3150400000.0,3556700000.0,2849800000.0,2003500000.0,2417400000.0,3145400000.0,2332000000.0,2741200000.0
Total Current Liabilities,2718000000.0,2732300000.0,3102200000.0,2842500000.0,2859600000.0,2952300000.0,3370900000.0,3348300000.0
Short Long Term Debt,72100000.0,67200000.0,62800000.0,45100000.0,36800000.0,83800000.0,333800000.0,201300000.0
Other Stockholder Equity,1450700000.0,1747100000.0,2383100000.0,953800000.0,1803800000.0,1619200000.0,1610900000.0,-1920600000.0
Property Plant Equipment,993100000.0,998800000.0,1019000000.0,1043700000.0,1030700000.0,1065400000.0,1038000000.0,1020200000.0
Total Current Assets,7374600000.0,7489900000.0,7045200000.0,5998100000.0,6293700000.0,6951000000.0,6252100000.0,7210500000.0
Long Term Investments,79603800000.0,81918600000.0,83702600000.0,82427000000.0,83340900000.0,83376000000.0,84000900000.0,78377400000.0
Net Tangible Assets,11902900000.0,12292100000.0,13124900000.0,12006200000.0,12856000000.0,12792900000.0,12841200000.0,8635300000.0
Net Receivables,2406900000.0,2168800000.0,1547300000.0,2427200000.0,2369400000.0,2336300000.0,1268700000.0,3045100000.0
Long Term Debt,4163400000.0,4279000000.0,4277200000.0,4279400000.0,4279500000.0,4279700000.0,3978400000.0,4280400000.0
Accounts Payable,2432600000.0,2479700000.0,2534900000.0,2559400000.0,2591300000.0,2626800000.0,2659400000.0,2703800000.0
