,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Total Liab,91442000000.0,92664000000.0,94449000000.0,95687000000.0,94896000000.0,98362000000.0,98218000000.0,69207000000.0,68639000000.0
Total Stockholder Equity,32703000000.0,32884000000.0,32585000000.0,32015000000.0,32140000000.0,33851000000.0,34393000000.0,23491000000.0,23656000000.0
Deferred Long Term Liab,8313000000.0,8485000000.0,8759000000.0,8810000000.0,8745000000.0,8628000000.0,8224000000.0,8200000000.0,8350000000.0
Other Current Liab,3165000000.0,3346000000.0,3506000000.0,3552000000.0,3628000000.0,4649000000.0,3617000000.0,1550000000.0,2258000000.0
Total Assets,126313000000.0,127767000000.0,129317000000.0,130000000000.0,129396000000.0,132621000000.0,133013000000.0,92698000000.0,92295000000.0
Common Stock,19336000000.0,19362000000.0,19373000000.0,19412000000.0,19454000000.0,20271000000.0,20324000000.0,20299000000.0,20319000000.0
Other Current Assets,4162000000.0,4285000000.0,4915000000.0,3794000000.0,4058000000.0,4801000000.0,5102000000.0,2059000000.0,2660000000.0
Retained Earnings,16622000000.0,16749000000.0,16735000000.0,16072000000.0,16098000000.0,16926000000.0,16942000000.0,4028000000.0,4161000000.0
Other Liab,43875000000.0,45500000000.0,45106000000.0,45469000000.0,45510000000.0,46877000000.0,45425000000.0,25174000000.0,24429000000.0
Good Will,6677000000.0,6677000000.0,6677000000.0,6677000000.0,6677000000.0,6677000000.0,6677000000.0,6630000000.0,6630000000.0
Treasury Stock,-3255000000.0,-3227000000.0,-3523000000.0,-3469000000.0,-3412000000.0,-3346000000.0,-2873000000.0,-836000000.0,-824000000.0
Other Assets,24931000000.0,25773000000.0,28898000000.0,27307000000.0,27830000000.0,27780000000.0,29558000000.0,12214000000.0,11632000000.0
Cash,2129000000.0,1858000000.0,663000000.0,1908000000.0,1578000000.0,2957000000.0,1182000000.0,2476000000.0,816000000.0
Total Current Liabilities,11065000000.0,11262000000.0,12771000000.0,13580000000.0,13919000000.0,15826000000.0,16111000000.0,8635000000.0,8031000000.0
Short Long Term Debt,2514000000.0,2077000000.0,1819000000.0,2281000000.0,3633000000.0,3375000000.0,3373000000.0,2154000000.0,505000000.0
Other Stockholder Equity,-3132000000.0,-3104000000.0,-3400000000.0,-3346000000.0,-3289000000.0,-3223000000.0,-2750000000.0,-713000000.0,-701000000.0
Property Plant Equipment,81748000000.0,82561000000.0,81023000000.0,82588000000.0,82120000000.0,82852000000.0,82693000000.0,65465000000.0,66456000000.0
Total Current Assets,12533000000.0,12312000000.0,12562000000.0,12997000000.0,12348000000.0,14877000000.0,13957000000.0,8145000000.0,7342000000.0
Long Term Investments,424000000.0,444000000.0,157000000.0,431000000.0,421000000.0,435000000.0,128000000.0,244000000.0,235000000.0
Net Tangible Assets,26026000000.0,26207000000.0,25908000000.0,25338000000.0,25463000000.0,27174000000.0,27716000000.0,16861000000.0,17026000000.0
Net Receivables,4461000000.0,4453000000.0,5262000000.0,5663000000.0,5010000000.0,5301000000.0,5804000000.0,3098000000.0,3242000000.0
Long Term Debt,36502000000.0,35902000000.0,35483000000.0,36638000000.0,35467000000.0,35659000000.0,35714000000.0,35398000000.0,36179000000.0
Inventory,1781000000.0,1716000000.0,1722000000.0,1632000000.0,1702000000.0,1818000000.0,1869000000.0,512000000.0,624000000.0
Accounts Payable,3047000000.0,3182000000.0,3562000000.0,3430000000.0,3547000000.0,3694000000.0,4136000000.0,2175000000.0,2451000000.0
Minority Interest,2168000000.0,2219000000.0,2283000000.0,2298000000.0,2360000000.0,408000000.0,402000000.0,,
