,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-7713000000.0,1862000000.0,-10935000000.0,-13355000000.0,-14234000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-16876000000.0,-5634000000.0,-17586000000.0,-18569000000.0,-11187000000.0
Net Borrowings,536000000.0,-2729000000.0,2428000000.0,4415000000.0,1251000000.0
Total Cash From Financing Activities,-906000000.0,-2801000000.0,4568000000.0,10729000000.0,-1375000000.0
Change To Operating Activities,9396000000.0,9073000000.0,7706000000.0,4022000000.0,3595000000.0
Net Income,4010000000.0,5123000000.0,5899000000.0,5407000000.0,6554000000.0
Change In Cash,-5176000000.0,3120000000.0,777000000.0,3197000000.0,252000000.0
Repurchase Of Stock,-2927000000.0,-3992000000.0,-2285000000.0,-1151000000.0,-4303000000.0
Effect Of Exchange Rate,323000000.0,-183000000.0,9000000.0,163000000.0,-478000000.0
Total Cash From Operating Activities,12283000000.0,11738000000.0,13786000000.0,11639000000.0,12596000000.0
Depreciation,545000000.0,352000000.0,368000000.0,412000000.0,460000000.0
Other Cashflows From Investing Activities,-4390000000.0,-427000000.0,-966000000.0,739000000.0,-4583000000.0
Dividends Paid,-1820000000.0,-1819000000.0,-1821000000.0,-1859000000.0,-1842000000.0
Change To Account Receivables,-991000000.0,-1809000000.0,-514000000.0,842000000.0,389000000.0
Other Cashflows From Financing Activities,3305000000.0,4465000000.0,6246000000.0,8366000000.0,4019000000.0
Change To Netincome,1869000000.0,-2217000000.0,-168000000.0,760000000.0,766000000.0
