,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,19678000000.0,20179000000.0,19068000000.0,18688000000.0,18333000000.0
Capital Surplus,31111000000.0,32474000000.0,32680000000.0,33812000000.0,33511000000.0
Total Liab,661022000000.0,634580000000.0,674081000000.0,720329000000.0,691959000000.0
Total Stockholder Equity,58676000000.0,52741000000.0,66144000000.0,74558000000.0,67482000000.0
Minority Interest,194000000.0,217000000.0,238000000.0,259000000.0,267000000.0
Deferred Long Term Liab,220000000.0,210000000.0,158000000.0,108000000.0,107000000.0
Other Current Liab,5681000000.0,4984000000.0,4523000000.0,10017000000.0,10869000000.0
Total Assets,719892000000.0,687538000000.0,740463000000.0,795146000000.0,759708000000.0
Common Stock,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
Other Current Assets,7965000000.0,9058000000.0,8231000000.0,15661000000.0,15500000000.0
Retained Earnings,26527000000.0,28926000000.0,33078000000.0,36491000000.0,41197000000.0
Other Liab,536421000000.0,518190000000.0,548480000000.0,579388000000.0,549825000000.0
Good Will,9590000000.0,9422000000.0,9308000000.0,10112000000.0,9535000000.0
Treasury Stock,1026000000.0,-8671000000.0,374000000.0,4243000000.0,-7238000000.0
Other Assets,299764000000.0,278416000000.0,298221000000.0,314225000000.0,289767000000.0
Cash,12701000000.0,15821000000.0,16598000000.0,19795000000.0,20047000000.0
Total Current Liabilities,52550000000.0,49354000000.0,53838000000.0,62270000000.0,65834000000.0
Deferred Long Term Asset Charges,,,65000000.0,94000000.0,189000000.0
Short Long Term Debt,772000000.0,415000000.0,418000000.0,238000000.0,281000000.0
Other Stockholder Equity,7427000000.0,1722000000.0,13052000000.0,18072000000.0,10919000000.0
Property Plant Equipment,1400000000.0,1400000000.0,2788000000.0,2614000000.0,2210000000.0
Total Current Assets,51034000000.0,54754000000.0,57016000000.0,66844000000.0,67839000000.0
Long Term Investments,338426000000.0,323367000000.0,354062000000.0,382663000000.0,372024000000.0
Net Tangible Assets,47827000000.0,42035000000.0,55601000000.0,62147000000.0,55675000000.0
Short Term Investments,4870000000.0,3937000000.0,3850000000.0,3904000000.0,7176000000.0
Net Receivables,19935000000.0,21095000000.0,21630000000.0,19155000000.0,18438000000.0
Long Term Debt,72046000000.0,67032000000.0,69984000000.0,77095000000.0,75174000000.0
Accounts Payable,19897000000.0,18893000000.0,21917000000.0,22147000000.0,22173000000.0
