,2017-09-30,2018-09-30,2019-09-30,2020-09-30,2021-09-30
Change To Liabilities,-10354000.0,18000000.0,-1000000.0,-62000000.0,3000000.0
Total Cashflows From Investing Activities,-287003000.0,-684000000.0,-3889000000.0,799000000.0,-785000000.0
Net Borrowings,1524085000.0,1095000000.0,3902000000.0,3072000000.0,-125000000.0
Total Cash From Financing Activities,-1443682000.0,1086000000.0,2271000000.0,1230000000.0,-70000000.0
Change To Operating Activities,-61819000.0,7000000.0,-88000000.0,29000000.0,-65000000.0
Issuance Of Stock,21177000.0,58000000.0,82000000.0,116000000.0,128000000.0
Net Income,596887000.0,957000000.0,890000000.0,699000000.0,680000000.0
Change In Cash,-936433000.0,1422000000.0,-606000000.0,3250000000.0,70000000.0
Effect Of Exchange Rate,5519000.0,-2000000.0,-3000000.0,8000000.0,12000000.0
Total Cash From Operating Activities,788733000.0,1022000000.0,1015000000.0,1213000000.0,913000000.0
Depreciation,140163000.0,129000000.0,226000000.0,283000000.0,253000000.0
Other Cashflows From Investing Activities,57000000.0,57000000.0,24000000.0,24000000.0,24000000.0
Change To Inventory,5127000.0,-18000000.0,-36000000.0,-62000000.0,79000000.0
Change To Account Receivables,-54669000.0,-44000000.0,-82000000.0,352000000.0,-78000000.0
Other Cashflows From Financing Activities,-176828000.0,-67000000.0,-112000000.0,-196000000.0,-73000000.0
Change To Netincome,133211000.0,-85000000.0,81000000.0,85000000.0,70000000.0
Capital Expenditures,-71013000.0,-73000000.0,-102000000.0,-105000000.0,-105000000.0
Repurchase Of Stock,-389821000.0,-19000000.0,-19000000.0,-19000000.0,
