,2017-09-30,2018-09-30,2019-09-30,2020-09-30,2021-09-30
Intangible Assets,1717862000.0,1788404000.0,2744000000.0,2610000000.0,2791000000.0
Capital Surplus,1095319000.0,1208742000.0,1379000000.0,1581000000.0,1830000000.0
Total Liab,12926865000.0,14005938000.0,19139000000.0,22363000000.0,22225000000.0
Total Stockholder Equity,-2951204000.0,-1808471000.0,-2894000000.0,-3972000000.0,-2916000000.0
Minority Interest,,,10000000.0,4000000.0,6000000.0
Other Current Liab,96781000.0,66106000.0,363000000.0,329000000.0,318000000.0
Total Assets,9975661000.0,12197467000.0,16255000000.0,18395000000.0,19315000000.0
Common Stock,561000.0,569000.0,1000000.0,1000000.0,1000000.0
Retained Earnings,-3187220000.0,-2246578000.0,-3120000000.0,-4359000000.0,-3705000000.0
Other Liab,652520000.0,603468000.0,930000000.0,948000000.0,931000000.0
Good Will,5745338000.0,6223290000.0,7820000000.0,7889000000.0,8568000000.0
Treasury Stock,-859864000.0,-771204000.0,-1154000000.0,-1195000000.0,-1042000000.0
Other Assets,38176000.0,42867000.0,68000000.0,81000000.0,54000000.0
Cash,650561000.0,2073017000.0,1467000000.0,4717000000.0,4787000000.0
Total Current Liabilities,870994000.0,900382000.0,1538000000.0,1616000000.0,1663000000.0
Short Long Term Debt,90194000.0,76345000.0,93000000.0,330000000.0,375000000.0
Other Stockholder Equity,-85143000.0,4100000.0,-379000000.0,-401000000.0,-248000000.0
Property Plant Equipment,324924000.0,388333000.0,757000000.0,855000000.0,864000000.0
Total Current Assets,2133552000.0,3657287000.0,4865000000.0,6960000000.0,7030000000.0
Long Term Investments,15809000.0,97286000.0,1000000.0,,8000000.0
Net Tangible Assets,-10414404000.0,-9820165000.0,-13458000000.0,-14471000000.0,-14275000000.0
Net Receivables,636127000.0,714366000.0,1112000000.0,756000000.0,861000000.0
Long Term Debt,11403351000.0,12502088000.0,16621000000.0,19657000000.0,19454000000.0
Inventory,730681000.0,805292000.0,1233000000.0,1283000000.0,1185000000.0
Accounts Payable,148761000.0,173603000.0,276000000.0,218000000.0,227000000.0
Deferred Long Term Asset Charges,,,,17000000.0,
Other Current Assets,77500000.0,,962000000.0,,
