,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,3383800000.0,3323600000.0,3084300000.0,2988100000.0,2385000000.0,2286800000.0,2221300000.0
Total Liab,14222600000.0,14189600000.0,13932800000.0,13191500000.0,13255600000.0,12925000000.0,12917600000.0
Total Stockholder Equity,11308700000.0,10758500000.0,10700300000.0,10682200000.0,10751900000.0,10429900000.0,10896200000.0
Minority Interest,-19500000.0,-14000000.0,-14200000.0,-19000000.0,462900000.0,451800000.0,63500000.0
Other Current Liab,1696900000.0,1859900000.0,1571200000.0,1322500000.0,1447000000.0,1264400000.0,1238900000.0
Total Assets,25511800000.0,24934100000.0,24618900000.0,23854700000.0,24470400000.0,23806700000.0,23877300000.0
Common Stock,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
Other Current Assets,638800000.0,683500000.0,881100000.0,786100000.0,767900000.0,736300000.0,740800000.0
Retained Earnings,14466700000.0,13961000000.0,13976300000.0,13833500000.0,13900700000.0,13543500000.0,13911700000.0
Other Liab,2936900000.0,2551500000.0,2362400000.0,2378500000.0,2275300000.0,2092900000.0,2015000000.0
Good Will,5751000000.0,5755700000.0,5762100000.0,5763100000.0,5763900000.0,5760500000.0,5761100000.0
Treasury Stock,-3158100000.0,-3202600000.0,-3276100000.0,-3151400000.0,-3148900000.0,-3113700000.0,-3083800000.0
Other Assets,1710900000.0,1375200000.0,1369500000.0,1301500000.0,1857300000.0,1824500000.0,1420600000.0
Cash,2384900000.0,2224800000.0,1331200000.0,1217500000.0,1742000000.0,1541800000.0,2261400000.0
Total Current Liabilities,3447100000.0,3804000000.0,3742200000.0,3165800000.0,3347200000.0,4211600000.0,4298200000.0
Deferred Long Term Asset Charges,1710200000.0,1372900000.0,1369500000.0,1286300000.0,1849900000.0,1810400000.0,1415100000.0
Short Long Term Debt,,,,,,998800000.0,999100000.0
Other Stockholder Equity,-181000000.0,-225500000.0,-299000000.0,-174300000.0,-171800000.0,-136600000.0,-106700000.0
Property Plant Equipment,3766900000.0,3794100000.0,3844800000.0,3852800000.0,3844700000.0,3799800000.0,3791800000.0
Total Current Assets,8493800000.0,7843100000.0,6887100000.0,6719500000.0,7183700000.0,7162300000.0,7856500000.0
Long Term Investments,2405400000.0,2842400000.0,3671100000.0,3229700000.0,3435800000.0,2972800000.0,2826000000.0
Net Tangible Assets,2173900000.0,1679200000.0,1853900000.0,1931000000.0,2603000000.0,2382600000.0,2913800000.0
Short Term Investments,1942700000.0,1355000000.0,1278900000.0,1320000000.0,1308800000.0,1413300000.0,1541100000.0
Net Receivables,2574700000.0,2552100000.0,2327300000.0,2224100000.0,2110200000.0,2123000000.0,1961700000.0
Long Term Debt,7423800000.0,7425000000.0,7426200000.0,7267200000.0,7269200000.0,6272300000.0,6274000000.0
Inventory,952700000.0,1027700000.0,1068600000.0,1171800000.0,1254800000.0,1347900000.0,1351500000.0
Accounts Payable,383900000.0,398400000.0,454900000.0,430400000.0,375300000.0,427900000.0,589200000.0
Capital Surplus,,,,,,,68200000.0
