,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,3879600000.0,3120000000.0,3527400000.0,3084300000.0,2221300000.0
Total Liab,11054500000.0,12257300000.0,13895200000.0,13932800000.0,12917600000.0
Total Stockholder Equity,12612800000.0,13039600000.0,13343200000.0,10700300000.0,10896200000.0
Minority Interest,-14700000.0,-8000000.0,-4100000.0,-14200000.0,63500000.0
Other Current Liab,1893100000.0,1504400000.0,1232500000.0,1571200000.0,1238900000.0
Total Assets,23652600000.0,25288900000.0,27234300000.0,24618900000.0,23877300000.0
Common Stock,100000.0,100000.0,100000.0,100000.0,100000.0
Other Current Assets,304400000.0,687600000.0,631000000.0,881100000.0,740800000.0
Retained Earnings,15810400000.0,16257000000.0,16455400000.0,13976300000.0,13911700000.0
Other Liab,1751300000.0,3025600000.0,4159700000.0,2362400000.0,2015000000.0
Good Will,4632500000.0,5706400000.0,5757800000.0,5762100000.0,5761100000.0
Treasury Stock,-3295500000.0,-3217500000.0,-3112300000.0,-3276100000.0,-3083800000.0
Other Assets,618900000.0,2160500000.0,3232100000.0,1369500000.0,1420600000.0
Cash,1573800000.0,1224600000.0,2913700000.0,1331200000.0,2261400000.0
Total Current Liabilities,3368200000.0,3295200000.0,4863800000.0,3742200000.0,4298200000.0
Deferred Long Term Asset Charges,595900000.0,2153900000.0,3232100000.0,1369500000.0,1415100000.0
Other Stockholder Equity,-318400000.0,-240400000.0,-135200000.0,-299000000.0,-106700000.0
Property Plant Equipment,3182400000.0,3601200000.0,3674300000.0,3844800000.0,3791800000.0
Total Current Assets,7873300000.0,7640900000.0,8381800000.0,6887100000.0,7856500000.0
Long Term Investments,3465900000.0,3059900000.0,2660900000.0,3671100000.0,2826000000.0
Net Tangible Assets,4100700000.0,4213200000.0,4058000000.0,1853900000.0,2913800000.0
Short Term Investments,2115200000.0,2313400000.0,1562200000.0,1278900000.0,1541100000.0
Net Receivables,2319600000.0,2485400000.0,2470700000.0,2327300000.0,1961700000.0
Long Term Debt,5935000000.0,5936500000.0,4459000000.0,7426200000.0,6274000000.0
Inventory,902700000.0,929900000.0,804200000.0,1068600000.0,1351500000.0
Accounts Payable,395500000.0,370500000.0,530800000.0,454900000.0,589200000.0
Short Long Term Debt,3200000.0,,1495800000.0,,999100000.0
Capital Surplus,97800000.0,,,,68200000.0
