,2020-05-28,2020-09-03,2020-12-03,2021-03-04,2021-06-03,2021-09-02,2021-12-02,2022-03-03,2022-06-02,2022-09-01
Investments,-16000000.0,-585000000.0,-741000000.0,316000000.0,3000000.0,-635000000.0,-91000000.0,-28000000.0,-18000000.0,-18000000.0
Change To Liabilities,431000000.0,78000000.0,-777000000.0,-11000000.0,385000000.0,563000000.0,12000000.0,95000000.0,275000000.0,362000000.0
Total Cashflows From Investing Activities,-1952000000.0,-2738000000.0,-3418000000.0,-2556000000.0,-2081000000.0,-2534000000.0,-2485000000.0,-2691000000.0,-2585000000.0,-3824000000.0
Net Borrowings,1140000000.0,-80000000.0,-84000000.0,-19000000.0,-53000000.0,-176000000.0,51000000.0,-32000000.0,-27000000.0,-24000000.0
Total Cash From Financing Activities,1072000000.0,-182000000.0,-214000000.0,5000000.0,-228000000.0,-1344000000.0,-513000000.0,-466000000.0,-1161000000.0,-840000000.0
Net Income,803000000.0,988000000.0,803000000.0,603000000.0,1735000000.0,2720000000.0,2306000000.0,2263000000.0,2626000000.0,1492000000.0
Change In Cash,1149000000.0,-630000000.0,-1638000000.0,522000000.0,1252000000.0,3000000.0,934000000.0,461000000.0,37000000.0,-922000000.0
Repurchase Of Stock,-44000000.0,-48000000.0,,-1294000000.0,-1294000000.0,-1294000000.0,-361000000.0,-418000000.0,-985000000.0,-793000000.0
Effect Of Exchange Rate,6000000.0,19000000.0,27000000.0,16000000.0,1000000.0,-3000000.0,-6000000.0,-10000000.0,-55000000.0,-35000000.0
Total Cash From Operating Activities,2023000000.0,2271000000.0,1967000000.0,3057000000.0,3560000000.0,3884000000.0,3938000000.0,3628000000.0,3838000000.0,3777000000.0
Depreciation,1422000000.0,1567000000.0,1487000000.0,1549000000.0,1557000000.0,1621000000.0,1671000000.0,1742000000.0,1821000000.0,1882000000.0
Other Cashflows From Investing Activities,8000000.0,127000000.0,61000000.0,146000000.0,175000000.0,116000000.0,-22000000.0,-52000000.0,16000000.0,-193000000.0
Dividends Paid,,,,-112000000.0,-112000000.0,-112000000.0,-112000000.0,-112000000.0,-111000000.0,-126000000.0
Change To Inventory,-196000000.0,-203000000.0,86000000.0,543000000.0,185000000.0,52000000.0,-344000000.0,-556000000.0,-246000000.0,-1033000000.0
Change To Account Receivables,-565000000.0,-262000000.0,251000000.0,282000000.0,-873000000.0,-1106000000.0,67000000.0,-111000000.0,-862000000.0,1096000000.0
Other Cashflows From Financing Activities,-24000000.0,-279000000.0,-130000000.0,24000000.0,-175000000.0,126000000.0,-91000000.0,96000000.0,-38000000.0,103000000.0
Change To Netincome,90000000.0,131000000.0,92000000.0,101000000.0,564000000.0,26000000.0,226000000.0,195000000.0,224000000.0,-22000000.0
Capital Expenditures,-1944000000.0,-2280000000.0,-2738000000.0,-3018000000.0,-2259000000.0,-2015000000.0,-3265000000.0,-2611000000.0,-2578000000.0,-3613000000.0
Change To Operating Activities,34000000.0,-34000000.0,18000000.0,-18000000.0,,,,,,
Issuance Of Stock,225000000.0,225000000.0,,,,,,,,
